rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
437,BEN&JERI-2,BEN&JERI,12,20,0.06639,0.0,0.04232,19046.97,PHI 99%
438,CYBERBOYS-7,CYBERBOYS,12,20,0.060505,0.0,0.02688,18995.32,BAL 90%; PHI 8%; DAL 1%
439,TURN RON GANG-4,TURN RON GANG,12,20,0.057738,0.0,0.04272,18965.32,PHI 92%; KC 7%
440,RENT MONEY-1,RENT MONEY,12,20,0.060505,0.0,0.0244,18963.0,BAL 64%; PHI 35%
441,QUADFOURSKIN-1,QUADFOURSKIN,12,20,0.081242,0.0,0.03712,18962.94,PHI 91%; KC 7%; DAL 2%
442,GBON-4,GBON,12,20,0.046311,0.0,0.0272,18952.02,BAL 89%; DET 8%; CIN 1%
443,THE TUSHPUSHERS-2,THE TUSHPUSHERS,12,20,0.064138,0.0,0.02712,18938.44,BAL 63%; PHI 34%; DET 2%
444,tdw9750-6,tdw9750,12,20,0.071877,0.0,0.03496,18920.56,PHI 91%; KC 6%; DAL 2%
445,BELLA-4,BELLA,12,20,0.056238,0.0,0.02376,18911.25,BAL 63%; PHI 34%; GB 2%
446,DG-TRIO-2,DG-TRIO,12,20,0.066506,0.0,0.03808,18901.33,PHI 90%; KC 7%; DAL 2%
447,SUNTANBIRD-10,SUNTANBIRD,12,20,0.06637,0.0,0.03064,18900.75,PHI 92%; KC 7%
448,THREE LIONS FC-4,THREE LIONS FC,12,20,0.072479,0.0,0.04008,18876.86,PHI 97%; DAL 2%
449,RKJKKKKKWE.-8,RKJKKKKKWE.,12,20,0.054041,0.0,0.03152,18827.08,BAL 63%; PHI 34%; KC 3%
450,VOLCANO-1,VOLCANO,12,20,0.053268,0.0,0.03168,18821.49,PHI 86%; KC 6%; DET 5%
451,FUNAMBASSADOR-1,FUNAMBASSADOR,12,20,0.05946,0.0,0.0408,18806.73,PHI 99%
452,ARPENT-2,ARPENT,12,20,0.074588,0.0,0.0328,18728.62,BAL 64%; PHI 35%
453,TC4WIN-3,TC4WIN,12,20,0.059821,0.0,0.0336,18716.25,BAL 62%; PHI 34%; KC 3%
454,RICHMAN688-6,RICHMAN688,12,20,0.048058,0.0,0.03096,18715.0,PHI 91%; KC 7%; DAL 2%
455,BISONSPORTSCARDS-5,BISONSPORTSCARDS,12,20,0.073508,0.0,0.03928,18689.16,PHI 75%; KC 11%; DET 9%
456,CEEDEE-5,CEEDEE,12,20,0.05531,0.0,0.03528,18678.45,BAL 64%; PHI 35%
457,LARGENUMBERS-1,LARGENUMBERS,12,20,0.073522,0.0,0.042,18556.84,PHI 91%; DET 6%; DAL 2%
458,LICHIS-1,LICHIS,12,20,0.061483,0.0,0.03736,18539.79,PHI 91%; KC 7%; DAL 2%
459,JLSUPRDAD-2,JLSUPRDAD,12,20,0.058403,0.0,0.04112,18538.93,PHI 92%; KC 7%
460,NoviLaw-2,NoviLaw,12,20,0.076292,0.0,0.03112,18526.37,PHI 90%; KC 7%; DAL 2%
461,SENIOR JIBBLES-2,SENIOR JIBBLES,12,20,0.057554,0.0,0.03688,18526.04,BAL 97%; DET 2%
462,DUBLIN DOWN-1,DUBLIN DOWN,12,20,0.059419,0.0,0.03008,18493.56,BAL 64%; PHI 35%
463,MYSTRY MMM-2,MYSTRY MMM,12,20,0.063862,0.0,0.02808,18485.18,PHI 97%; DAL 2%
464,ITS THE JOURNEY-3,ITS THE JOURNEY,12,20,0.091147,0.0,0.03296,18483.86,PHI 91%; KC 7%; DAL 2%
465,SILBERQUEEN27-1,SILBERQUEEN27,12,20,0.047266,0.0,0.02968,18480.63,BAL 95%; KC 4%
466,Stormy's Troopers-2,Stormy's Troopers,12,20,0.059419,0.0,0.02832,18477.56,BAL 64%; PHI 35%
467,FREDY P-4,FREDY P,12,20,0.050333,0.0,0.03504,18439.29,BAL 95%; KC 4%
468,TRADING LACES-2,TRADING LACES,12,20,0.069283,0.0,0.03552,18392.3,PHI 61%; KC 29%; DAL 8%
469,SUN RUN 921-6,SUN RUN 921,12,20,0.054705,0.0,0.02488,18384.95,PHI 91%; KC 7%; DAL 2%
470,DREAM STAKES-2,DREAM STAKES,12,20,0.056235,0.0,0.02112,18359.14,BAL 53%; PHI 42%; KC 3%
471,PROFESSORCHAOS-10,PROFESSORCHAOS,12,20,0.066033,0.0,0.0316,18354.64,PHI 64%; KC 26%; DAL 8%
472,UTS-3,UTS,12,20,0.06368,0.0,0.03064,18342.28,PHI 99%
473,MATTMAN19-2,MATTMAN19,12,20,0.057392,0.0,0.03312,18263.01,BAL 63%; PHI 34%; KC 3%
474,RKJKKKKKWE.-10,RKJKKKKKWE.,12,20,0.082392,0.0,0.02872,18251.33,PHI 83%; KC 12%; DAL 4%
475,DR. J 29-1,DR. J 29,12,20,0.046978,0.0,0.0328,18235.25,PHI 92%; KC 7%
476,DONKEY PUNCHERS-2,DONKEY PUNCHERS,12,20,0.0557,0.0,0.04096,18233.84,BAL 63%; PHI 34%; KC 3%
477,Heater City-2,Heater City,12,20,0.046027,0.0,0.03136,18230.4,PHI 91%; DET 6%; DAL 2%
478,DW-5,DW,12,20,0.055225,0.0,0.02688,18210.61,BAL 76%; PHI 12%; KC 10%
479,JULIOJONES69-6,JULIOJONES69,12,20,0.067457,0.0,0.04528,18200.49,PHI 91%; KC 7%; DAL 2%
480,RUMPELPIGSKIN-6,RUMPELPIGSKIN,12,20,0.067005,0.0,0.03664,18196.83,PHI 87%; DAL 10%; CIN 3%
481,PARIS 22-1,PARIS 22,12,20,0.063994,0.0,0.0364,18162.82,PHI 99%
482,TOP GUN MAVERICK 2-5,TOP GUN MAVERICK 2,12,20,0.065803,0.0,0.02552,18134.69,PHI 97%; DAL 2%
483,SCHWABNAMOS-2,SCHWABNAMOS,12,20,0.052132,0.0,0.0372,18134.28,PHI 97%; DAL 2%
484,Last Chance CT-3,Last Chance CT,12,20,0.0285,0.0,0.01672,18119.79,DAL 65%; CIN 20%; CHI 15%
485,FIREDONYOURDAYOFF-1,FIREDONYOURDAYOFF,12,20,0.055905,0.0,0.0312,18112.87,PHI 92%; KC 7%
486,COACH-2,COACH,12,20,0.057202,0.0,0.03392,18080.3,PHI 91%; DET 6%; DAL 2%
487,SCOTTYH121-8,SCOTTYH121,12,20,0.051701,0.0,0.03632,18070.21,BAL 92%; PHI 7%
488,BBALLER1044-3,BBALLER1044,12,20,0.066657,0.0,0.03912,18063.04,BAL 62%; PHI 34%; KC 3%
489,THE GREATEST DANCER-4,THE GREATEST DANCER,12,20,0.057666,0.0,0.02544,18061.77,BAL 64%; PHI 35%
490,BC513-2,BC513,12,20,0.08597,0.0,0.0328,18046.23,PHI 92%; KC 6%; DAL 1%
491,ITSTARTSWITHABET-7,ITSTARTSWITHABET,12,20,0.073972,0.0,0.0324,18042.16,BAL 49%; PHI 48%; DAL 2%
492,BILDO-3,BILDO,12,20,0.060204,0.0,0.03648,18031.77,BAL 64%; PHI 35%
493,NICKY9DOORS-8,NICKY9DOORS,12,20,0.066993,0.0,0.02888,17992.56,PHI 90%; KC 7%; DAL 2%
494,THE NIGHTMAN COMETH-4,THE NIGHTMAN COMETH,12,20,0.061483,0.0,0.0356,17987.15,PHI 92%; KC 6%; DAL 1%
495,PeeryBruce-2,PeeryBruce,12,20,0.056926,0.0,0.0284,17958.1,PHI 53%; KC 21%; GB 18%
496,TREATS555-5,TREATS555,12,20,0.070551,0.0,0.03432,17900.54,PHI 86%; KC 6%; DET 5%
497,KOSTYAS-1,KOSTYAS,12,20,0.040809,0.0,0.0324,17835.18,BAL 99%
498,LUCKY LOUIE-1,LUCKY LOUIE,12,20,0.068466,0.0,0.0344,17817.84,PHI 88%; KC 6%; DET 3%
499,MARQJHOLE-10,MARQJHOLE,12,20,0.052083,0.0,0.0272,17808.28,PHI 88%; KC 7%; GB 5%
500,t&d winners-1,t&d winners,12,20,0.052313,0.0,0.0332,17793.54,PHI 87%; KC 7%; DET 5%
501,BIG FATTIES-2,BIG FATTIES,12,20,0.053378,0.0,0.02568,17762.48,PHI 97%; DAL 2%
502,MCB2-5,MCB2,12,20,0.07461,0.0,0.03336,17750.13,PHI 82%; DAL 12%; CIN 4%
503,ONLY PHAMS-5,ONLY PHAMS,12,20,0.060505,0.0,0.02584,17735.74,BAL 64%; PHI 35%
504,UTS-6,UTS,12,20,0.05531,0.0,0.03664,17698.16,BAL 90%; PHI 9%
505,LAGUSIN-3,LAGUSIN,12,20,0.085459,0.0,0.03816,17672.26,PHI 86%; KC 6%; DET 5%
506,BIG TROUBLE-7,BIG TROUBLE,12,20,0.0557,0.0,0.04152,17662.65,BAL 63%; PHI 34%; KC 3%
507,THE GYM-8,THE GYM,12,20,0.072388,0.0,0.03536,17658.2,BAL 56%; PHI 43%
508,YKNAPS-5,YKNAPS,12,20,0.0583,0.0,0.02888,17632.2,PHI 86%; KC 6%; GB 5%
509,THANKS DEREK-10,THANKS DEREK,12,20,0.040127,0.0,0.02656,17587.19,BAL 80%; GB 16%; KC 3%
510,DYLAN W-9,DYLAN W,12,20,0.054041,0.0,0.0204,17546.41,BAL 98%
511,ITSTARTSWITHABET-1,ITSTARTSWITHABET,12,20,0.073972,0.0,0.03256,17546.31,BAL 47%; PHI 47%; DAL 5%
512,MONKEY TROUBLE-2,MONKEY TROUBLE,12,20,0.06492,0.0,0.03608,17541.06,PHI 86%; KC 6%; GB 5%
513,J AND JINC-1,J AND JINC,12,20,0.053693,0.0,0.02696,17528.97,BAL 64%; PHI 35%
514,LUCKY 13-8,LUCKY 13,12,20,0.07423,0.0,0.02624,17524.82,PHI 95%; DAL 3%; CIN 1%
515,JACKONTHEBOX34-2,JACKONTHEBOX34,12,20,0.079285,0.0,0.0348,17520.69,PHI 91%; KC 7%; DAL 2%
516,Skinny-3,Skinny,12,20,0.059159,0.0,0.02784,17489.04,PHI 91%; DET 6%; DAL 2%
517,My3sunz-1,My3sunz,12,20,0.062397,0.0,0.03112,17442.64,PHI 90%; KC 7%; DAL 2%
518,HARDWAYBETTORS-3,HARDWAYBETTORS,12,20,0.059419,0.0,0.02888,17440.34,BAL 64%; PHI 35%
519,WHO IS MO 86-3,WHO IS MO 86,12,20,0.061639,0.0,0.02904,17410.73,BAL 87%; PHI 8%; KC 3%
520,EVANS GAMING-1,EVANS GAMING,12,20,0.073316,0.0,0.02888,17351.91,PHI 91%; KC 7%; DAL 2%
521,$P-2,$P,12,20,0.057691,0.0,0.03064,17351.42,PHI 97%; DAL 2%
522,ANSGAR 2000-10,ANSGAR 2000,12,20,0.07391,0.0,0.03776,17349.33,PHI 91%; KC 6%; DAL 2%
523,SPARTAN71-2,SPARTAN71,12,20,0.040809,0.0,0.03136,17336.27,BAL 99%
524,Greek God-6,Greek God,12,20,0.064791,0.0,0.0296,17331.52,PHI 97%; DAL 2%
525,TAKUMA VIP-1,TAKUMA VIP,12,20,0.057691,0.0,0.03264,17303.31,PHI 97%; DAL 2%
526,MNPLS MIRACLE-2,MNPLS MIRACLE,12,20,0.066489,0.0,0.03632,17265.63,PHI 84%; KC 6%; DET 5%
527,ALWAYS WINNING-5,ALWAYS WINNING,12,20,0.073316,0.0,0.03072,17263.07,PHI 91%; KC 6%; DAL 2%
528,KICK YOUR KNEES UP-1,KICK YOUR KNEES UP,12,20,0.061579,0.0,0.03184,17242.61,PHI 92%; GB 5%; DAL 2%
529,HORN HIGH ACES-3,HORN HIGH ACES,12,20,0.057451,0.0,0.03704,17242.17,PHI 95%; DET 4%
530,FRIED CHICKEN MONEY-2,FRIED CHICKEN MONEY,12,20,0.074681,0.0,0.02752,17236.09,BAL 52%; PHI 43%; KC 3%
531,GoHawks!-6,GoHawks!,12,20,0.063222,0.0,0.02832,17216.05,PHI 97%; DAL 2%
532,TROPICAL DEPRESSION-2,TROPICAL DEPRESSION,12,20,0.054705,0.0,0.0284,17204.79,PHI 91%; KC 7%; DAL 2%
533,DDHP-5,DDHP,12,20,0.06058,0.0,0.03624,17191.46,PHI 92%; KC 7%
534,DOORS AND CORNERS-1,DOORS AND CORNERS,12,20,0.065803,0.0,0.03344,17184.99,PHI 97%; DAL 2%
535,DOMINATOR!-1,DOMINATOR!,12,20,0.061483,0.0,0.03568,17174.61,PHI 91%; KC 7%; DAL 2%
536,CYBERBOYS-3,CYBERBOYS,12,20,0.077509,0.0,0.02848,17128.89,PHI 91%; DET 6%; DAL 2%
537,DYLAN W-7,DYLAN W,12,20,0.045508,0.0,0.02536,17113.66,KC 75%; PHI 20%; CHI 5%
538,SHOTGUN KEVIN WINS-8,SHOTGUN KEVIN WINS,12,20,0.054705,0.0,0.0264,17078.95,PHI 64%; KC 26%; DAL 8%
539,OPERATION 12AM HAMER-2,OPERATION 12AM HAMER,12,20,0.048638,0.0,0.03448,17067.6,PHI 92%; KC 7%
540,5KS-5,5KS,12,20,0.063862,0.0,0.0364,17031.22,PHI 82%; DAL 12%; CIN 4%
541,FORE-6,FORE,12,20,0.069458,0.0,0.028,17024.8,BAL 62%; PHI 34%; KC 3%
542,MISSUS-1,MISSUS,12,20,0.04631,0.0,0.02336,16991.36,BAL 95%; DET 3%; DAL 1%
543,PeeryBruce-1,PeeryBruce,12,20,0.073167,0.0,0.0332,16887.31,PHI 90%; KC 7%; DAL 2%
544,8M-1,8M,12,20,0.067392,0.0,0.02616,16872.01,PHI 97%; DAL 2%
545,LAZY BONE-10,LAZY BONE,12,20,0.043064,0.0,0.04272,16864.87,PHI 93%; DET 6%
546,TALLAHASSEE TALL-1,TALLAHASSEE TALL,12,20,0.059419,0.0,0.0272,16863.77,BAL 55%; PHI 44%
547,SWEAT BOX-6,SWEAT BOX,12,20,0.057043,0.0,0.0352,16846.55,PHI 88%; KC 7%; DET 5%
548,TARV-2,TARV,12,20,0.054705,0.0,0.02344,16836.8,PHI 59%; KC 30%; DAL 9%
549,BTC BULLS-2,BTC BULLS,12,20,0.05805,0.0,0.03896,16836.76,PHI 99%
550,HOWIE B-1,HOWIE B,12,20,0.063862,0.0,0.03872,16814.0,PHI 97%; DAL 2%
551,BOLT UP!-3,BOLT UP!,12,20,0.089108,0.0,0.03136,16810.63,PHI 55%; KC 20%; DET 17%
552,KNICKS26-5,KNICKS26,12,20,0.067005,0.0,0.03448,16804.63,PHI 82%; DAL 12%; CIN 4%
553,pomp you up-1,pomp you up,12,20,0.057527,0.0,0.03664,16777.62,PHI 91%; KC 7%; DAL 2%
554,CB BALLERS-3,CB BALLERS,12,20,0.069514,0.0,0.0324,16744.78,PHI 91%; DAL 6%; CIN 2%
555,REALMIKEZO-3,REALMIKEZO,12,20,0.055905,0.0,0.03192,16743.52,PHI 92%; KC 7%
556,NEVER YANKEES 22-2,NEVER YANKEES 22,12,20,0.070751,0.0,0.03424,16693.58,PHI 92%; GB 5%; DAL 2%
557,KARDIAC KIDS-1,KARDIAC KIDS,12,20,0.055658,0.0,0.02856,16671.58,PHI 97%; DAL 2%
558,THE HEIST 951-2,THE HEIST 951,12,20,0.076181,0.0,0.02792,16643.72,PHI 57%; KC 30%; DAL 8%
559,THANKS DEREK-6,THANKS DEREK,12,20,0.070801,0.0,0.03784,16639.93,PHI 64%; KC 25%; DAL 8%
560,DEEP END-2,DEEP END,12,20,0.067417,0.0,0.03096,16589.87,BAL 98%; DAL 1%
561,BRAD LEE-1,BRAD LEE,12,20,0.052434,0.0,0.03128,16544.25,PHI 99%
562,TIM'S SUNSCREEN-8,TIM'S SUNSCREEN,12,20,0.037583,0.0,0.02944,16530.95,PHI 95%; GB 4%
563,JUICE-4,JUICE,12,20,0.062087,0.0,0.03152,16507.26,PHI 97%; DAL 2%
564,HEAD TABLE-9,HEAD TABLE,12,20,0.060675,0.0,0.03384,16474.16,PHI 61%; KC 28%; DAL 9%
565,ACCORSI-4,ACCORSI,12,20,0.0285,0.0,0.01752,16460.84,DAL 65%; CIN 20%; CHI 15%
566,LAJONES-9,LAJONES,12,20,0.041427,0.0,0.02216,16427.48,BAL 63%; PHI 34%; KC 3%
567,TKP-2,TKP,12,20,0.067005,0.0,0.03808,16394.8,PHI 97%; DAL 2%
568,TEXAS JOHNNY-2,TEXAS JOHNNY,12,20,0.083754,0.0,0.03904,16368.85,PHI 97%; DAL 2%
569,M.T.B.T.T.F.-1,M.T.B.T.T.F.,12,20,0.076292,0.0,0.02888,16325.75,PHI 90%; KC 7%; DAL 2%
570,LFG!-2,LFG!,12,20,0.069283,0.0,0.0384,16324.65,PHI 91%; KC 7%; DAL 2%
571,SPIZZO-3,SPIZZO,12,20,0.053723,0.0,0.02496,16318.29,PHI 91%; KC 7%; DAL 2%
572,albatross-1,albatross,12,20,0.054919,0.0,0.034,16313.1,PHI 92%; KC 7%
573,BIGNASTY 500-4,BIGNASTY 500,12,20,0.065791,0.0,0.03248,16310.47,PHI 90%; KC 7%; DAL 2%
574,solon mafia-1,solon mafia,12,20,0.067005,0.0,0.04024,16273.26,PHI 97%; DAL 2%
575,Paquete de Cuatro-1,Paquete de Cuatro,12,20,0.061483,0.0,0.03776,16270.23,PHI 91%; KC 7%; DAL 2%
576,CWMG1720-2,CWMG1720,12,20,0.058086,0.0,0.044,16245.05,PHI 87%; KC 7%; DET 5%
577,CRAZY9B-2,CRAZY9B,12,20,0.062232,0.0,0.02976,16210.86,BAL 63%; PHI 34%; KC 3%
578,THE BDB-6,THE BDB,12,20,0.069458,0.0,0.02808,16149.36,BAL 62%; PHI 34%; KC 3%
579,Heater City-8,Heater City,12,20,0.06113,0.0,0.0364,16137.18,PHI 85%; DAL 11%; CIN 4%
580,VERDE 9999-1,VERDE 9999,12,20,0.061639,0.0,0.02528,16105.41,BAL 62%; PHI 34%; KC 3%
581,WHO IS MO 86-5,WHO IS MO 86,12,20,0.066033,0.0,0.03064,16104.93,PHI 90%; KC 7%; DAL 2%
582,MR LUCKY-1,MR LUCKY,12,20,0.066033,0.0,0.04136,16102.54,PHI 91%; KC 7%; DAL 2%
583,THIRD TIME CHARM-6,THIRD TIME CHARM,12,20,0.052937,0.0,0.03024,16094.75,PHI 49%; KC 45%; CHI 5%
584,JERSEY MIKE-1,JERSEY MIKE,12,20,0.057202,0.0,0.032,16084.33,PHI 91%; DET 6%; DAL 2%
585,RYANBEE23-4,RYANBEE23,12,20,0.054705,0.0,0.02528,16024.49,PHI 91%; KC 7%; DAL 2%
586,ZOURMASH BOURBON-10,ZOURMASH BOURBON,12,20,0.067216,0.0,0.03376,16021.71,PHI 96%; DAL 3%
587,UBET-1,UBET,12,20,0.055311,0.0,0.03768,15997.04,PHI 94%; DET 3%; DAL 2%
588,THIRD TIME CHARM-5,THIRD TIME CHARM,12,20,0.053723,0.0,0.02536,15974.07,PHI 59%; KC 31%; DAL 9%
589,PLAYIN N STAYIN-2,PLAYIN N STAYIN,12,20,0.061277,0.0,0.02848,15938.53,PHI 63%; KC 25%; DAL 8%
590,HIPSLEY-1,HIPSLEY,12,20,0.056926,0.0,0.03344,15925.68,PHI 90%; KC 7%; DAL 2%
591,RIVADERCI-1,RIVADERCI,12,20,0.053378,0.0,0.02296,15925.04,PHI 97%; DAL 2%
592,CitadelSG34-8,CitadelSG34,12,20,0.056176,0.0,0.03992,15914.86,PHI 96%; DET 4%
593,LOST IN THE SAUCE-1,LOST IN THE SAUCE,12,20,0.051197,0.0,0.0416,15880.43,PHI 99%
594,RUSCO-1,RUSCO,12,20,0.06804,0.0,0.03456,15866.75,PHI 91%; KC 7%; DAL 2%
595,ACEHI1111-10,ACEHI1111,12,20,0.062397,0.0,0.03384,15866.37,PHI 66%; KC 24%; DAL 8%
596,LAST MOMS STANDING-2,LAST MOMS STANDING,12,20,0.052453,0.0,0.03648,15855.15,BAL 99%
597,Team Blackjack-2,Team Blackjack,12,20,0.060505,0.0,0.02728,15829.29,BAL 91%; PHI 8%; DAL 1%
598,MAINEIACS-1,MAINEIACS,12,20,0.053378,0.0,0.02256,15829.23,PHI 97%; DAL 2%
599,JUST ONE MORE-6,JUST ONE MORE,12,20,0.062397,0.0,0.02312,15773.65,PHI 90%; KC 7%; DAL 2%
600,CHOPPERS-6,CHOPPERS,12,20,0.060354,0.0,0.02904,15760.63,PHI 91%; KC 7%; DAL 2%
601,THANKS DEREK-9,THANKS DEREK,12,20,0.040127,0.0,0.0264,15698.06,BAL 96%; GB 3%
602,DAKOTADEGENZ-1,DAKOTADEGENZ,12,20,0.051197,0.0,0.03864,15692.63,PHI 99%
603,DW-2,DW,12,20,0.047957,0.0,0.02488,15688.7,BAL 63%; PHI 34%; KC 3%
604,LEED PROP-1,LEED PROP,12,20,0.053268,0.0,0.02496,15672.94,PHI 86%; KC 6%; DET 5%
605,KIM'S & IM'S-1,KIM'S & IM'S,12,20,0.04623,0.0,0.02432,15649.45,BAL 64%; PHI 35%
606,JACEJESSE3212-1,JACEJESSE3212,12,20,0.054705,0.0,0.02144,15560.35,PHI 91%; KC 7%; DAL 2%
607,SAMMY SADIST ON OF-7,SAMMY SADIST ON OF,12,20,0.059541,0.0,0.0348,15543.96,BAL 96%; PHI 2%; KC 2%
608,Toddvada-7,Toddvada,12,20,0.052937,0.0,0.03448,15469.96,PHI 94%; KC 5%
609,BDE-8,BDE,12,20,0.051197,0.0,0.04304,15452.3,PHI 99%
610,NIN0734-1,NIN0734,12,20,0.068466,0.0,0.02792,15417.67,PHI 86%; KC 6%; DET 5%
611,WakeSetter-3,WakeSetter,12,20,0.074657,0.0,0.03624,15411.85,PHI 86%; KC 6%; DET 5%
612,GURGS222-4,GURGS222,12,20,0.061483,0.0,0.03232,15388.84,PHI 90%; KC 7%; DAL 2%
613,GAMBLING GROCER-2,GAMBLING GROCER,12,20,0.052041,0.0,0.03032,15370.06,BAL 63%; PHI 34%; KC 3%
614,SAD JETS FAN-1,SAD JETS FAN,12,20,0.046213,0.0,0.02904,15365.1,PHI 88%; KC 7%; GB 5%
615,PICK 'EM AND PRAY-7,PICK 'EM AND PRAY,12,20,0.069283,0.0,0.03376,15362.64,PHI 90%; KC 7%; DAL 2%
616,4 CAJUN BENBO-1,4 CAJUN BENBO,12,20,0.055086,0.0,0.02936,15349.51,PHI 92%; KC 7%
617,PARROTDEAD-1,PARROTDEAD,12,20,0.063862,0.0,0.04144,15333.79,PHI 97%; DAL 2%
618,CASECLOSED-1,CASECLOSED,12,20,0.072479,0.0,0.036,15312.73,PHI 97%; DAL 2%
619,LEGENDS-9,LEGENDS,12,20,0.06804,0.0,0.034,15307.71,PHI 92%; KC 6%; DAL 2%
620,POPSI-6,POPSI,12,20,0.067005,0.0,0.0364,15303.46,PHI 96%; DAL 2%
621,MAJOR-9,MAJOR,12,20,0.052132,0.0,0.03904,15287.18,PHI 97%; DAL 2%
622,VEGAS KING-8,VEGAS KING,12,20,0.064298,0.0,0.03168,15277.4,PHI 90%; KC 7%; DAL 2%
623,LUCKY LUKE-3,LUCKY LUKE,12,20,0.063862,0.0,0.03688,15277.12,PHI 97%; DAL 2%
624,COSMIC VOLTAGE-3,COSMIC VOLTAGE,12,20,0.067005,0.0,0.03504,15254.61,PHI 97%; DAL 2%
625,BETSANDSWEATS-1,BETSANDSWEATS,12,20,0.067005,0.0,0.03632,15232.18,PHI 97%; DAL 2%
626,BEAU-8,BEAU,12,20,0.06804,0.0,0.03168,15223.87,PHI 91%; KC 7%; DAL 2%
627,TIAPAO-10,TIAPAO,12,20,0.063862,0.0,0.03672,15200.41,PHI 94%; DAL 4%; CIN 1%
628,PERCH11-1,PERCH11,12,20,0.057527,0.0,0.03336,15182.85,PHI 91%; KC 7%; DAL 2%
629,LITTLERICHIE-2,LITTLERICHIE,12,20,0.054705,0.0,0.026,15163.7,PHI 91%; KC 7%; DAL 2%
630,WWW.gamblinggoat.com-10,WWW.gamblinggoat.com,12,20,0.058745,0.0,0.03168,15153.66,PHI 84%; DAL 13%; CHI 3%
631,maverick-5,maverick,12,20,0.062397,0.0,0.02824,15152.27,PHI 90%; KC 7%; DAL 2%
632,GAME TIME SPORTS-5,GAME TIME SPORTS,12,20,0.055658,0.0,0.02688,15148.77,PHI 97%; DAL 2%
633,REAL BRO-8,REAL BRO,12,20,0.066033,0.0,0.03824,15126.53,PHI 61%; KC 29%; DAL 8%
634,CARBS-3,CARBS,12,20,0.072202,0.0,0.03768,15124.89,PHI 91%; DET 6%; DAL 2%
635,OG LIMIT-5,OG LIMIT,12,20,0.060034,0.0,0.03224,15111.51,PHI 99%
636,LITTLE GIANTS-2,LITTLE GIANTS,12,20,0.06492,0.0,0.02936,15096.7,PHI 86%; KC 6%; GB 5%
637,DSKU.-1,DSKU.,12,20,0.064848,0.0,0.03144,15092.13,PHI 90%; KC 7%; DAL 2%
638,RUMPELPIGSKIN-1,RUMPELPIGSKIN,12,20,0.053071,0.0,0.03088,15079.13,BAL 63%; PHI 34%; KC 3%
639,JIM JIM-5,JIM JIM,12,20,0.045864,0.0,0.02592,15064.97,PHI 90%; KC 6%; DET 3%
640,SLIME SPORTS-1,SLIME SPORTS,12,20,0.06038,0.0,0.03312,15018.74,PHI 90%; KC 7%; DAL 2%
641,BEAN 1018-1,BEAN 1018,12,20,0.054058,0.0,0.03336,14989.35,PHI 92%; GB 5%; DAL 2%
642,THEWIN D.-2,THEWIN D.,12,20,0.052937,0.0,0.03664,14955.19,PHI 92%; KC 7%
643,DQDARREN-8,DQDARREN,12,20,0.059159,0.0,0.02936,14949.04,PHI 91%; DET 6%; DAL 2%
644,THE KIDS LOCK-8,THE KIDS LOCK,12,20,0.065803,0.0,0.036,14942.96,PHI 97%; DAL 2%
645,PAC-12 REFS-3,PAC-12 REFS,12,20,0.065803,0.0,0.03488,14890.32,PHI 97%; DAL 2%
646,SHANE FALCO-5,SHANE FALCO,12,20,0.06804,0.0,0.03464,14874.39,PHI 91%; KC 7%; DAL 2%
647,SIDE ACTION-2,SIDE ACTION,12,20,0.057527,0.0,0.02976,14858.39,PHI 91%; KC 7%; DAL 2%
648,BAYSIDE BOYS-1,BAYSIDE BOYS,12,20,0.061483,0.0,0.02304,14852.67,PHI 90%; KC 7%; DAL 2%
649,Manty Alumni-2,Manty Alumni,12,20,0.069283,0.0,0.0364,14848.46,PHI 91%; KC 7%; DAL 2%
650,CLEVELAND CIRCLES-6,CLEVELAND CIRCLES,12,20,0.057527,0.0,0.03112,14841.77,PHI 91%; KC 7%; DAL 2%
651,REGULATORS 615-5,REGULATORS 615,12,20,0.050454,0.0,0.02912,14841.33,PHI 92%; KC 7%
652,BONESFORMEG-2,BONESFORMEG,12,20,0.053378,0.0,0.02728,14838.97,PHI 97%; DAL 2%
653,ANDY DAKOTA-9,ANDY DAKOTA,12,20,0.065803,0.0,0.03168,14806.3,PHI 97%; DAL 2%
654,Team Blackjack-1,Team Blackjack,12,20,0.059272,0.0,0.02816,14775.62,PHI 92%; KC 7%
655,LFG-4,LFG,12,20,0.044564,0.0,0.01944,14774.47,BAL 94%; GB 3%; DAL 2%
656,808JAY-1,808JAY,12,20,0.066993,0.0,0.03256,14764.37,PHI 90%; KC 7%; DAL 2%
657,ZSZLABON-2,ZSZLABON,12,20,0.059419,0.0,0.02704,14744.05,BAL 64%; PHI 35%
658,AGS-2,AGS,12,20,0.055904,0.0,0.03048,14667.07,PHI 91%; KC 6%; DAL 2%
659,CLOCK MANAGEMENT-4,CLOCK MANAGEMENT,12,20,0.067005,0.0,0.04,14650.36,PHI 97%; DAL 2%
660,MEATBALLCOMRADES-4,MEATBALLCOMRADES,12,20,0.044886,0.0,0.03248,14644.0,PHI 100%
661,MACDADDY-3,MACDADDY,12,20,0.068466,0.0,0.0264,14635.41,PHI 86%; KC 6%; DET 5%
662,BIG SHAPS-7,BIG SHAPS,12,20,0.06804,0.0,0.03288,14630.62,PHI 90%; KC 7%; DAL 2%
