rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SYNTH-10741,SYNTH-10741,0,32,0.001319,0.0,0.00048,7500.98,BUF 50%; NE 13%; IND 9%
13870,SYNTH-04980,SYNTH-04980,0,32,0.001319,0.0,8e-05,251.31,BUF 35%; NE 14%; IND 8%
13871,SYNTH-11477,SYNTH-11477,0,32,0.001319,0.0,8e-05,251.31,BUF 37%; NE 14%; IND 7%
13872,SYNTH-03503,SYNTH-03503,0,32,0.001319,0.0,8e-05,251.31,BUF 44%; NE 14%; IND 8%
13873,SYNTH-05664,SYNTH-05664,0,32,0.001319,0.0,8e-05,251.31,BUF 51%; NE 15%; IND 8%
13874,SYNTH-10411,SYNTH-10411,0,32,0.001319,0.0,8e-05,251.31,BUF 35%; NE 13%; IND 8%
13875,SYNTH-03968,SYNTH-03968,0,32,0.001319,0.0,8e-05,251.31,BUF 44%; NE 12%; IND 9%
13876,SYNTH-17824,SYNTH-17824,0,32,0.001319,0.0,8e-05,251.31,BUF 46%; NE 10%; IND 10%
13877,SYNTH-16460,SYNTH-16460,0,32,0.001319,0.0,8e-05,251.31,BUF 35%; NE 14%; IND 8%
13878,SYNTH-11104,SYNTH-11104,0,32,0.001319,0.0,8e-05,251.31,BUF 55%; NE 10%; IND 10%
13879,SYNTH-17916,SYNTH-17916,0,32,0.001319,0.0,8e-05,251.31,BUF 39%; NE 13%; IND 9%
13880,SYNTH-14356,SYNTH-14356,0,32,0.001319,0.0,8e-05,251.31,BUF 44%; IND 12%; NE 10%
13881,SYNTH-10024,SYNTH-10024,0,32,0.001319,0.0,8e-05,251.31,BUF 41%; NE 16%; IND 8%
13882,SYNTH-20811,SYNTH-20811,0,32,0.001319,0.0,8e-05,251.31,BUF 30%; NE 13%; IND 7%
13883,SYNTH-23042,SYNTH-23042,0,32,0.001319,0.0,8e-05,251.31,BUF 38%; NE 13%; IND 9%
13884,SYNTH-13014,SYNTH-13014,0,32,0.001319,0.0,8e-05,251.31,BUF 43%; NE 13%; IND 9%
13885,SYNTH-06955,SYNTH-06955,0,32,0.001319,0.0,8e-05,251.31,BUF 33%; IND 10%; NE 10%
13886,SYNTH-06841,SYNTH-06841,0,32,0.001319,0.0,8e-05,251.31,BUF 38%; NE 14%; IND 8%
13887,SYNTH-19750,SYNTH-19750,0,32,0.001319,0.0,0.00016,251.27,BUF 39%; NE 12%; IND 9%
13888,SYNTH-07628,SYNTH-07628,0,32,0.001319,0.0,0.00016,250.79,BUF 50%; IND 11%; NE 10%
13889,SYNTH-14490,SYNTH-14490,0,32,0.001319,0.0,0.00016,250.48,BUF 40%; NE 14%; IND 8%
13890,SYNTH-03117,SYNTH-03117,0,32,0.001319,0.0,0.00016,250.11,BUF 39%; NE 13%; IND 9%
13891,SYNTH-01386,SYNTH-01386,0,32,0.001319,0.0,0.00016,249.85,BUF 43%; NE 13%; IND 9%
13892,SYNTH-08832,SYNTH-08832,0,32,0.001319,0.0,0.00016,249.77,BUF 44%; NE 12%; IND 10%
13893,SYNTH-14645,SYNTH-14645,0,32,0.001319,0.0,0.00016,249.77,BUF 26%; NE 10%; IND 8%
13894,SYNTH-04758,SYNTH-04758,0,32,0.001319,0.0,0.00024,249.46,BUF 42%; NE 10%; BAL 10%
13895,SYNTH-13280,SYNTH-13280,0,32,0.001319,0.0,0.00016,248.93,BUF 43%; NE 11%; IND 10%
13896,SYNTH-11132,SYNTH-11132,0,32,0.001319,0.0,0.00016,248.93,BUF 38%; NE 11%; IND 9%
13897,SYNTH-07390,SYNTH-07390,0,32,0.001319,0.0,0.00016,248.93,BUF 43%; NE 11%; BAL 9%
13898,SYNTH-07038,SYNTH-07038,0,32,0.001319,0.0,0.00016,248.93,BUF 43%; NE 13%; IND 8%
13899,SYNTH-01207,SYNTH-01207,0,32,0.001319,0.0,0.00016,248.93,BUF 46%; IND 11%; NE 10%
13900,SYNTH-17138,SYNTH-17138,0,32,0.001319,0.0,8e-05,248.7,BUF 38%; BAL 10%; IND 10%
13901,SYNTH-13484,SYNTH-13484,0,32,0.001319,0.0,8e-05,248.7,BUF 37%; NE 13%; IND 8%
13902,SYNTH-01562,SYNTH-01562,0,32,0.001319,0.0,8e-05,248.7,BUF 46%; NE 12%; IND 9%
13903,SYNTH-19378,SYNTH-19378,0,32,0.001319,0.0,8e-05,248.7,BUF 35%; NE 11%; BAL 11%
13904,SYNTH-12966,SYNTH-12966,0,32,0.001319,0.0,8e-05,248.7,BUF 37%; NE 11%; IND 9%
13905,SYNTH-11152,SYNTH-11152,0,32,0.001319,0.0,8e-05,248.7,BUF 38%; NE 10%; BAL 10%
13906,SYNTH-12965,SYNTH-12965,0,32,0.001319,0.0,8e-05,248.7,BUF 51%; NE 11%; IND 10%
13907,SYNTH-03965,SYNTH-03965,0,32,0.001319,0.0,8e-05,248.7,BUF 34%; NE 10%; IND 10%
13908,SYNTH-04606,SYNTH-04606,0,32,0.001319,0.0,8e-05,248.7,BUF 42%; NE 12%; IND 10%
13909,SYNTH-04830,SYNTH-04830,0,32,0.001319,0.0,8e-05,248.7,BUF 48%; NE 13%; IND 10%
13910,SYNTH-14939,SYNTH-14939,0,32,0.001319,0.0,8e-05,248.7,BUF 36%; NE 12%; IND 8%
13911,SYNTH-23610,SYNTH-23610,0,32,0.001319,0.0,8e-05,248.7,BUF 38%; BAL 13%; IND 9%
13912,SYNTH-04250,SYNTH-04250,0,32,0.001319,0.0,8e-05,248.7,BUF 42%; NE 11%; IND 10%
13913,SYNTH-15621,SYNTH-15621,0,32,0.001319,0.0,8e-05,248.7,BUF 42%; NE 12%; IND 10%
13914,SYNTH-06732,SYNTH-06732,0,32,0.001319,0.0,8e-05,248.7,BUF 47%; NE 14%; IND 9%
13915,SYNTH-09735,SYNTH-09735,0,32,0.001319,0.0,8e-05,248.7,BUF 46%; IND 10%; NE 10%
13916,SYNTH-03397,SYNTH-03397,0,32,0.001319,0.0,8e-05,248.7,BUF 36%; NE 11%; BAL 10%
13917,SYNTH-05404,SYNTH-05404,0,32,0.001319,0.0,8e-05,248.7,BUF 44%; BAL 10%; IND 10%
13918,SYNTH-16845,SYNTH-16845,0,32,0.001319,0.0,8e-05,248.7,BUF 52%; IND 11%; NE 11%
13919,SYNTH-22783,SYNTH-22783,0,32,0.001319,0.0,8e-05,248.7,BUF 44%; NE 11%; IND 10%
13920,SYNTH-17684,SYNTH-17684,0,32,0.001319,0.0,8e-05,248.7,BUF 44%; NE 11%; IND 10%
13921,SYNTH-15492,SYNTH-15492,0,32,0.001319,0.0,8e-05,248.7,BUF 49%; IND 11%; NE 10%
13922,SYNTH-11855,SYNTH-11855,0,32,0.001319,0.0,8e-05,248.7,BUF 36%; NE 12%; IND 9%
13923,SYNTH-05838,SYNTH-05838,0,32,0.001319,0.0,8e-05,248.7,BUF 35%; NE 15%; IND 8%
13924,SYNTH-22808,SYNTH-22808,0,32,0.001319,0.0,8e-05,248.7,BUF 35%; NE 13%; IND 8%
13925,SYNTH-15168,SYNTH-15168,0,32,0.001319,0.0,8e-05,248.7,BUF 43%; NE 11%; IND 9%
13926,SYNTH-22817,SYNTH-22817,0,32,0.001319,0.0,8e-05,248.7,BUF 31%; NE 12%; IND 8%
13927,SYNTH-10501,SYNTH-10501,0,32,0.001319,0.0,8e-05,248.7,BUF 44%; NE 13%; IND 8%
13928,SYNTH-01897,SYNTH-01897,0,32,0.001319,0.0,8e-05,248.7,BUF 40%; NE 12%; IND 9%
13929,SYNTH-10336,SYNTH-10336,0,32,0.001319,0.0,8e-05,248.7,BUF 34%; NE 11%; IND 9%
13930,SYNTH-02029,SYNTH-02029,0,32,0.001319,0.0,8e-05,248.7,BUF 44%; NE 13%; IND 9%
13931,SYNTH-15811,SYNTH-15811,0,32,0.001319,0.0,8e-05,248.7,BUF 41%; NE 10%; BAL 10%
13932,SYNTH-04568,SYNTH-04568,0,32,0.001319,0.0,8e-05,248.7,BUF 35%; NE 11%; IND 9%
13933,SYNTH-10571,SYNTH-10571,0,32,0.001319,0.0,8e-05,248.7,BUF 43%; NE 13%; IND 9%
13934,SYNTH-05409,SYNTH-05409,0,32,0.001319,0.0,8e-05,248.7,BUF 48%; NE 13%; IND 9%
13935,SYNTH-06605,SYNTH-06605,0,32,0.001319,0.0,8e-05,248.7,BUF 34%; NE 12%; BAL 9%
13936,SYNTH-10517,SYNTH-10517,0,32,0.001319,0.0,8e-05,248.7,BUF 42%; NE 13%; IND 9%
13937,SYNTH-10940,SYNTH-10940,0,32,0.001319,0.0,8e-05,248.7,BUF 33%; NE 12%; IND 9%
13938,SYNTH-07429,SYNTH-07429,0,32,0.001319,0.0,8e-05,248.7,BUF 47%; NE 12%; IND 10%
13939,SYNTH-19749,SYNTH-19749,0,32,0.001319,0.0,8e-05,248.7,BUF 40%; NE 14%; IND 9%
13940,SYNTH-10918,SYNTH-10918,0,32,0.001319,0.0,8e-05,248.7,BUF 46%; NE 12%; IND 10%
13941,SYNTH-06839,SYNTH-06839,0,32,0.001319,0.0,8e-05,248.7,BUF 38%; NE 12%; IND 10%
13942,SYNTH-12342,SYNTH-12342,0,32,0.001319,0.0,8e-05,248.7,BUF 51%; IND 11%; NE 10%
13943,SYNTH-11725,SYNTH-11725,0,32,0.001319,0.0,8e-05,248.7,BUF 31%; NE 12%; IND 8%
13944,SYNTH-22094,SYNTH-22094,0,32,0.001319,0.0,8e-05,248.7,BUF 40%; NE 14%; IND 8%
13945,SYNTH-14101,SYNTH-14101,0,32,0.001319,0.0,8e-05,248.7,BUF 36%; NE 12%; IND 9%
13946,SYNTH-12795,SYNTH-12795,0,32,0.001319,0.0,8e-05,248.7,BUF 47%; NE 13%; IND 10%
13947,SYNTH-08483,SYNTH-08483,0,32,0.001319,0.0,0.00016,248.45,BUF 46%; NE 13%; IND 9%
13948,SYNTH-05386,SYNTH-05386,0,32,0.001319,0.0,0.00016,248.31,BUF 46%; NE 11%; IND 9%
13949,SYNTH-23120,SYNTH-23120,0,32,0.001319,0.0,0.00016,248.31,BUF 42%; NE 12%; IND 10%
13950,SYNTH-08532,SYNTH-08532,0,32,0.001319,0.0,0.00016,248.13,BUF 51%; NE 11%; IND 10%
13951,SYNTH-21584,SYNTH-21584,0,32,0.001319,0.0,0.00016,248.04,BUF 50%; IND 12%; NE 10%
13952,SYNTH-17344,SYNTH-17344,0,32,0.001319,0.0,0.00016,248.04,BUF 56%; NE 12%; IND 9%
13953,SYNTH-20579,SYNTH-20579,0,32,0.001319,0.0,0.00016,248.04,BUF 32%; NE 11%; IND 9%
13954,SYNTH-09171,SYNTH-09171,0,32,0.001319,0.0,0.00016,248.01,BUF 50%; NE 14%; IND 8%
13955,SYNTH-05313,SYNTH-05313,0,32,0.001319,0.0,0.00016,248.01,BUF 40%; NE 12%; IND 9%
13956,SYNTH-22761,SYNTH-22761,0,32,0.001319,0.0,0.00016,248.01,BUF 47%; NE 11%; IND 11%
13957,SYNTH-12142,SYNTH-12142,0,32,0.001319,0.0,0.00016,248.01,BUF 37%; NE 12%; IND 9%
13958,SYNTH-10960,SYNTH-10960,0,32,0.001319,0.0,0.00016,248.01,BUF 39%; NE 13%; IND 9%
13959,SYNTH-15625,SYNTH-15625,0,32,0.001319,0.0,0.00016,248.01,BUF 35%; NE 12%; IND 9%
13960,SYNTH-15363,SYNTH-15363,0,32,0.001319,0.0,0.00016,248.01,BUF 50%; NE 14%; IND 8%
13961,SYNTH-10233,SYNTH-10233,0,32,0.001319,0.0,0.00016,248.01,BUF 55%; NE 12%; IND 9%
13962,SYNTH-02267,SYNTH-02267,0,32,0.001319,0.0,0.00016,248.01,BUF 45%; NE 11%; IND 10%
13963,SYNTH-02352,SYNTH-02352,0,32,0.001319,0.0,0.00024,247.83,BUF 44%; NE 15%; IND 8%
13964,SYNTH-18573,SYNTH-18573,0,32,0.001319,0.0,0.00016,247.1,BUF 42%; NE 11%; IND 11%
13965,SYNTH-05253,SYNTH-05253,0,32,0.001319,0.0,0.00016,247.1,BUF 42%; NE 16%; IND 7%
13966,SYNTH-19833,SYNTH-19833,0,32,0.001319,0.0,0.00024,246.42,BUF 42%; NE 15%; IND 8%
13967,SYNTH-20116,SYNTH-20116,0,32,0.001319,0.0,0.00016,246.29,BUF 39%; NE 13%; IND 9%
13968,SYNTH-18077,SYNTH-18077,0,32,0.001319,0.0,0.00016,246.19,BUF 37%; NE 14%; IND 8%
13969,SYNTH-19492,SYNTH-19492,0,32,0.001319,0.0,0.00016,246.19,BUF 26%; NE 13%; IND 7%
13970,SYNTH-09579,SYNTH-09579,0,32,0.001319,0.0,0.00016,246.17,BUF 44%; NE 15%; IND 8%
13971,SYNTH-09600,SYNTH-09600,0,32,0.001319,0.0,0.00016,246.17,BUF 50%; NE 11%; IND 11%
13972,SYNTH-17127,SYNTH-17127,0,32,0.001319,0.0,8e-05,246.15,BUF 46%; BAL 10%; NE 10%
13973,SYNTH-20778,SYNTH-20778,0,32,0.001319,0.0,8e-05,246.15,BUF 40%; NE 12%; IND 9%
13974,SYNTH-14364,SYNTH-14364,0,32,0.001319,0.0,8e-05,246.15,BUF 41%; NE 11%; IND 9%
13975,SYNTH-19359,SYNTH-19359,0,32,0.001319,0.0,8e-05,246.15,BUF 44%; NE 12%; IND 9%
13976,SYNTH-21951,SYNTH-21951,0,32,0.001319,0.0,8e-05,246.15,BUF 42%; NE 13%; IND 8%
13977,SYNTH-06322,SYNTH-06322,0,32,0.001319,0.0,8e-05,246.15,BUF 44%; NE 14%; IND 9%
13978,SYNTH-02927,SYNTH-02927,0,32,0.001319,0.0,8e-05,246.15,BUF 47%; NE 12%; IND 9%
13979,SYNTH-05354,SYNTH-05354,0,32,0.001319,0.0,8e-05,246.15,BUF 37%; NE 14%; IND 8%
13980,SYNTH-14227,SYNTH-14227,0,32,0.001319,0.0,8e-05,246.15,BUF 42%; NE 12%; IND 9%
13981,SYNTH-02306,SYNTH-02306,0,32,0.001319,0.0,8e-05,246.15,BUF 45%; NE 13%; IND 9%
13982,SYNTH-11809,SYNTH-11809,0,32,0.001319,0.0,8e-05,246.15,BUF 46%; NE 14%; IND 9%
13983,SYNTH-04198,SYNTH-04198,0,32,0.001319,0.0,8e-05,246.15,BUF 38%; NE 12%; IND 9%
13984,SYNTH-22059,SYNTH-22059,0,32,0.001319,0.0,8e-05,246.15,BUF 59%; NE 11%; IND 10%
13985,SYNTH-23228,SYNTH-23228,0,32,0.001319,0.0,8e-05,246.15,BUF 61%; NE 10%; IND 9%
13986,SYNTH-18591,SYNTH-18591,0,32,0.001319,0.0,8e-05,246.15,BUF 37%; NE 13%; IND 8%
13987,SYNTH-03257,SYNTH-03257,0,32,0.001319,0.0,8e-05,246.15,BUF 33%; NE 12%; IND 8%
13988,SYNTH-16201,SYNTH-16201,0,32,0.001319,0.0,8e-05,246.15,BUF 40%; NE 14%; IND 8%
13989,SYNTH-06070,SYNTH-06070,0,32,0.001319,0.0,8e-05,246.15,BUF 33%; NE 10%; BAL 9%
13990,SYNTH-04471,SYNTH-04471,0,32,0.001319,0.0,8e-05,246.15,BUF 41%; NE 13%; IND 9%
13991,SYNTH-22707,SYNTH-22707,0,32,0.001319,0.0,8e-05,246.15,BUF 45%; NE 11%; IND 11%
13992,SYNTH-13241,SYNTH-13241,0,32,0.001319,0.0,8e-05,246.15,BUF 29%; NE 12%; IND 7%
13993,SYNTH-05031,SYNTH-05031,0,32,0.001319,0.0,8e-05,246.15,BUF 47%; IND 11%; NE 10%
13994,SYNTH-11028,SYNTH-11028,0,32,0.001319,0.0,8e-05,246.15,BUF 32%; BAL 11%; NE 10%
13995,SYNTH-10646,SYNTH-10646,0,32,0.001319,0.0,8e-05,246.15,BUF 51%; BAL 11%; IND 10%
13996,SYNTH-10153,SYNTH-10153,0,32,0.001319,0.0,8e-05,246.15,BUF 30%; NE 12%; IND 8%
13997,SYNTH-04383,SYNTH-04383,0,32,0.001319,0.0,8e-05,246.15,BUF 41%; NE 12%; IND 10%
13998,SYNTH-04634,SYNTH-04634,0,32,0.001319,0.0,8e-05,246.15,BUF 55%; NE 12%; IND 9%
13999,SYNTH-00467,SYNTH-00467,0,32,0.001319,0.0,8e-05,246.15,BUF 40%; NE 12%; IND 10%
14000,SYNTH-19478,SYNTH-19478,0,32,0.001319,0.0,8e-05,246.15,BUF 40%; BAL 12%; IND 9%
14001,SYNTH-02464,SYNTH-02464,0,32,0.001319,0.0,8e-05,246.15,BUF 49%; NE 14%; IND 9%
14002,SYNTH-23105,SYNTH-23105,0,32,0.001319,0.0,8e-05,246.15,BUF 35%; NE 13%; IND 8%
14003,SYNTH-11143,SYNTH-11143,0,32,0.001319,0.0,8e-05,246.15,BUF 51%; NE 12%; IND 9%
14004,SYNTH-15342,SYNTH-15342,0,32,0.001319,0.0,8e-05,246.15,BUF 47%; NE 13%; IND 9%
14005,SYNTH-09745,SYNTH-09745,0,32,0.001319,0.0,8e-05,246.15,BUF 44%; NE 14%; IND 8%
14006,SYNTH-18033,SYNTH-18033,0,32,0.001319,0.0,8e-05,246.15,BUF 45%; NE 12%; IND 10%
14007,SYNTH-01728,SYNTH-01728,0,32,0.001319,0.0,8e-05,246.15,BUF 41%; NE 11%; IND 10%
14008,SYNTH-10228,SYNTH-10228,0,32,0.001319,0.0,8e-05,246.15,BUF 36%; NE 13%; IND 8%
14009,SYNTH-04529,SYNTH-04529,0,32,0.001319,0.0,8e-05,246.15,BUF 35%; NE 11%; BAL 10%
14010,SYNTH-10065,SYNTH-10065,0,32,0.001319,0.0,0.00016,246.02,BUF 46%; NE 11%; IND 9%
14011,SYNTH-15872,SYNTH-15872,0,32,0.001319,0.0,0.00016,246.02,BUF 57%; IND 11%; NE 10%
14012,SYNTH-20524,SYNTH-20524,0,32,0.001319,0.0,0.00016,245.82,BUF 33%; NE 11%; IND 9%
14013,SYNTH-20012,SYNTH-20012,0,32,0.001319,0.0,0.00016,245.06,BUF 46%; NE 13%; IND 10%
14014,SYNTH-18776,SYNTH-18776,0,32,0.001319,0.0,0.00024,245.04,BUF 55%; NE 11%; IND 10%
14015,SYNTH-12063,SYNTH-12063,0,32,0.001319,0.0,0.00016,244.92,BUF 31%; NE 14%; IND 7%
14016,SYNTH-20921,SYNTH-20921,0,32,0.001319,0.0,0.00016,244.92,BUF 42%; NE 15%; IND 8%
14017,SYNTH-01644,SYNTH-01644,0,32,0.001319,0.0,0.00016,244.92,BUF 40%; NE 13%; IND 8%
14018,SYNTH-17973,SYNTH-17973,0,32,0.001319,0.0,0.00016,244.92,BUF 39%; NE 12%; IND 9%
14019,SYNTH-02011,SYNTH-02011,0,32,0.001319,0.0,0.00016,244.9,BUF 43%; NE 14%; IND 8%
14020,SYNTH-07702,SYNTH-07702,0,32,0.001319,0.0,0.00024,244.59,BUF 37%; NE 15%; IND 8%
14021,SYNTH-13994,SYNTH-13994,0,32,0.001319,0.0,0.00024,244.4,BUF 44%; NE 12%; IND 10%
14022,SYNTH-20097,SYNTH-20097,0,32,0.001319,0.0,0.00016,244.39,BUF 37%; NE 14%; IND 8%
14023,SYNTH-12387,SYNTH-12387,0,32,0.001319,0.0,0.00016,244.15,BUF 43%; NE 14%; IND 8%
14024,SYNTH-13522,SYNTH-13522,0,32,0.001319,0.0,0.00016,243.19,BUF 51%; NE 14%; IND 9%
14025,SYNTH-05756,SYNTH-05756,0,32,0.001319,0.0,0.00024,243.19,BUF 46%; NE 14%; IND 8%
14026,SYNTH-05454,SYNTH-05454,0,32,0.001319,0.0,0.00016,243.19,BUF 52%; NE 12%; IND 10%
14027,SYNTH-10700,SYNTH-10700,0,32,0.001319,0.0,0.00016,242.67,BUF 38%; NE 12%; IND 9%
14028,SYNTH-03822,SYNTH-03822,0,32,0.001319,0.0,0.00016,242.38,BUF 47%; NE 12%; IND 10%
14029,SYNTH-17700,SYNTH-17700,0,32,0.001319,0.0,0.00016,241.56,BUF 45%; NE 13%; IND 9%
14030,SYNTH-10845,SYNTH-10845,0,32,0.001319,0.0,0.00016,241.56,BUF 39%; BAL 11%; NE 10%
14031,SYNTH-17182,SYNTH-17182,0,32,0.001319,0.0,0.00016,241.56,BUF 46%; IND 11%; NE 10%
14032,SYNTH-22575,SYNTH-22575,0,32,0.001319,0.0,0.00016,241.36,BUF 39%; NE 10%; BAL 10%
14033,SYNTH-20478,SYNTH-20478,0,32,0.001319,0.0,0.00016,241.09,BUF 46%; IND 12%; NE 10%
14034,SYNTH-12353,SYNTH-12353,0,32,0.001319,0.0,0.00016,240.91,BUF 50%; NE 13%; IND 10%
14035,SYNTH-15175,SYNTH-15175,0,32,0.001319,0.0,0.00016,240.91,BUF 43%; NE 13%; IND 9%
14036,SYNTH-22995,SYNTH-22995,0,32,0.001319,0.0,0.00016,240.91,BUF 31%; NE 10%; IND 9%
14037,SYNTH-20730,SYNTH-20730,0,32,0.001319,0.0,0.00016,240.91,BUF 42%; IND 11%; NE 11%
14038,SYNTH-18024,SYNTH-18024,0,32,0.001319,0.0,0.00016,240.91,BUF 40%; NE 13%; IND 8%
14039,SYNTH-08307,SYNTH-08307,0,32,0.001319,0.0,0.00016,240.45,BUF 37%; NE 14%; IND 9%
14040,SYNTH-03800,SYNTH-03800,0,32,0.001319,0.0,0.00016,240.45,BUF 53%; NE 12%; IND 11%
14041,SYNTH-18445,SYNTH-18445,0,32,0.001319,0.0,0.00016,240.45,BUF 38%; NE 14%; BAL 7%
14042,SYNTH-13042,SYNTH-13042,0,32,0.001319,0.0,0.00016,240.45,BUF 45%; NE 14%; IND 9%
14043,SYNTH-02427,SYNTH-02427,0,32,0.001319,0.0,0.00016,240.26,BUF 43%; NE 13%; IND 9%
14044,SYNTH-14982,SYNTH-14982,0,32,0.001319,0.0,0.00016,240.26,BUF 48%; NE 12%; IND 8%
14045,SYNTH-18832,SYNTH-18832,0,32,0.001319,0.0,0.00016,239.29,BUF 46%; NE 12%; IND 10%
14046,SYNTH-07741,SYNTH-07741,0,32,0.001319,0.0,0.00016,239.29,BUF 43%; NE 11%; IND 10%
14047,SYNTH-23834,SYNTH-23834,0,32,0.001319,0.0,0.00016,239.13,BUF 45%; NE 13%; IND 9%
14048,SYNTH-09182,SYNTH-09182,0,32,0.001319,0.0,0.00016,239.13,BUF 46%; NE 13%; IND 10%
14049,SYNTH-12194,SYNTH-12194,0,32,0.001319,0.0,0.00016,238.95,BUF 42%; NE 12%; IND 10%
14050,SYNTH-19461,SYNTH-19461,0,32,0.001319,0.0,8e-05,238.81,BUF 39%; NE 12%; IND 9%
14051,SYNTH-13457,SYNTH-13457,0,32,0.001319,0.0,8e-05,238.81,BUF 35%; NE 11%; IND 10%
14052,SYNTH-04048,SYNTH-04048,0,32,0.001319,0.0,8e-05,238.81,BUF 50%; NE 11%; IND 11%
14053,SYNTH-01602,SYNTH-01602,0,32,0.001319,0.0,8e-05,238.81,BUF 29%; NE 12%; IND 8%
14054,SYNTH-14331,SYNTH-14331,0,32,0.001319,0.0,8e-05,238.81,BUF 35%; NE 14%; IND 8%
14055,SYNTH-03877,SYNTH-03877,0,32,0.001319,0.0,8e-05,238.81,BUF 35%; NE 13%; IND 8%
14056,SYNTH-03898,SYNTH-03898,0,32,0.001319,0.0,8e-05,238.81,BUF 47%; IND 10%; NE 10%
14057,SYNTH-07090,SYNTH-07090,0,32,0.001319,0.0,8e-05,238.81,BUF 43%; NE 15%; IND 8%
14058,SYNTH-19537,SYNTH-19537,0,32,0.001319,0.0,8e-05,238.81,BUF 28%; NE 12%; BAL 8%
14059,SYNTH-03985,SYNTH-03985,0,32,0.001319,0.0,8e-05,238.81,BUF 36%; NE 10%; IND 9%
14060,SYNTH-17905,SYNTH-17905,0,32,0.001319,0.0,8e-05,238.81,BUF 40%; NE 13%; IND 9%
14061,SYNTH-09565,SYNTH-09565,0,32,0.001319,0.0,8e-05,238.81,BUF 40%; NE 15%; IND 8%
14062,SYNTH-18810,SYNTH-18810,0,32,0.001319,0.0,8e-05,238.81,BUF 38%; NE 11%; IND 10%
14063,SYNTH-10768,SYNTH-10768,0,32,0.001319,0.0,8e-05,238.81,BUF 30%; NE 15%; SF 7%
14064,SYNTH-11557,SYNTH-11557,0,32,0.001319,0.0,8e-05,238.81,BUF 40%; NE 11%; BAL 9%
14065,SYNTH-14502,SYNTH-14502,0,32,0.001319,0.0,8e-05,238.81,BUF 46%; NE 12%; IND 9%
14066,SYNTH-11576,SYNTH-11576,0,32,0.001319,0.0,8e-05,238.81,BUF 42%; NE 12%; IND 10%
14067,SYNTH-03465,SYNTH-03465,0,32,0.001319,0.0,8e-05,238.81,BUF 41%; NE 13%; IND 9%
14068,SYNTH-14972,SYNTH-14972,0,32,0.001319,0.0,8e-05,238.81,BUF 37%; NE 12%; IND 9%
14069,SYNTH-12228,SYNTH-12228,0,32,0.001319,0.0,8e-05,238.81,BUF 27%; NE 11%; IND 8%
14070,SYNTH-11011,SYNTH-11011,0,32,0.001319,0.0,8e-05,238.81,BUF 45%; NE 12%; IND 10%
14071,SYNTH-03518,SYNTH-03518,0,32,0.001319,0.0,8e-05,238.81,BUF 55%; IND 11%; NE 10%
14072,SYNTH-19593,SYNTH-19593,0,32,0.001319,0.0,8e-05,238.81,BUF 43%; NE 11%; IND 10%
14073,SYNTH-05471,SYNTH-05471,0,32,0.001319,0.0,8e-05,238.81,BUF 43%; NE 11%; IND 10%
14074,SYNTH-00937,SYNTH-00937,0,32,0.001319,0.0,8e-05,238.81,BUF 37%; NE 13%; IND 8%
14075,SYNTH-21361,SYNTH-21361,0,32,0.001319,0.0,8e-05,238.81,BUF 43%; NE 14%; IND 9%
14076,SYNTH-00556,SYNTH-00556,0,32,0.001319,0.0,8e-05,238.81,BUF 35%; NE 12%; IND 8%
14077,SYNTH-05230,SYNTH-05230,0,32,0.001319,0.0,8e-05,238.81,BUF 41%; NE 12%; IND 10%
14078,SYNTH-19081,SYNTH-19081,0,32,0.001319,0.0,8e-05,238.81,BUF 46%; NE 15%; IND 9%
14079,SYNTH-20940,SYNTH-20940,0,32,0.001319,0.0,8e-05,238.81,BUF 38%; IND 11%; NE 10%
14080,SYNTH-06591,SYNTH-06591,0,32,0.001319,0.0,8e-05,238.81,BUF 38%; NE 11%; IND 10%
14081,SYNTH-20463,SYNTH-20463,0,32,0.001319,0.0,8e-05,238.81,BUF 43%; NE 11%; IND 10%
14082,SYNTH-08178,SYNTH-08178,0,32,0.001319,0.0,8e-05,238.81,BUF 41%; NE 14%; IND 7%
14083,SYNTH-00245,SYNTH-00245,0,32,0.001319,0.0,8e-05,238.81,BUF 38%; NE 11%; IND 10%
14084,SYNTH-01767,SYNTH-01767,0,32,0.001319,0.0,8e-05,238.81,BUF 30%; NE 11%; BAL 8%
14085,SYNTH-14118,SYNTH-14118,0,32,0.001319,0.0,8e-05,238.81,BUF 39%; NE 12%; IND 9%
14086,SYNTH-05708,SYNTH-05708,0,32,0.001319,0.0,8e-05,238.81,BUF 29%; NE 11%; IND 8%
14087,SYNTH-00302,SYNTH-00302,0,32,0.001319,0.0,8e-05,238.81,BUF 40%; NE 11%; BAL 10%
14088,SYNTH-19760,SYNTH-19760,0,32,0.001319,0.0,8e-05,238.81,BUF 46%; NE 13%; IND 9%
14089,SYNTH-20819,SYNTH-20819,0,32,0.001319,0.0,8e-05,238.81,BUF 40%; IND 11%; NE 10%
14090,SYNTH-16142,SYNTH-16142,0,32,0.001319,0.0,8e-05,238.81,BUF 36%; NE 13%; IND 9%
14091,SYNTH-19986,SYNTH-19986,0,32,0.001319,0.0,8e-05,238.81,BUF 30%; NE 12%; IND 8%
14092,SYNTH-03651,SYNTH-03651,0,32,0.001319,0.0,8e-05,238.81,BUF 45%; NE 11%; IND 11%
