rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SYNTH-11343,SYNTH-11343,0,32,0.002265,0.0,0.00096,8080.71,JAX 66%; LAC 6%; CIN 4%
15175,SYNTH-08279,SYNTH-08279,0,32,0.002265,0.0,0.00016,565.38,JAX 51%; LAC 7%; CIN 6%
15176,SYNTH-00453,SYNTH-00453,0,32,0.002265,0.0,0.00024,565.37,JAX 69%; LAC 5%; CIN 4%
15177,SYNTH-08695,SYNTH-08695,0,32,0.002265,0.0,0.00064,565.27,JAX 82%; LAC 4%; CIN 2%
15178,SYNTH-08342,SYNTH-08342,0,32,0.002265,0.0,0.00064,564.98,JAX 67%; LAC 6%; CIN 4%
15179,SYNTH-07422,SYNTH-07422,0,32,0.002265,0.0,0.0004,564.98,JAX 43%; CIN 7%; HOU 7%
15180,SYNTH-12564,SYNTH-12564,0,32,0.002265,0.0,0.00056,564.97,JAX 67%; LAC 6%; CIN 4%
15181,SYNTH-16337,SYNTH-16337,0,32,0.002265,0.0,0.00048,564.97,JAX 61%; LAC 6%; CIN 5%
15182,SYNTH-17303,SYNTH-17303,0,32,0.002265,0.0,0.00032,564.89,JAX 55%; LAC 7%; CIN 6%
15183,SYNTH-05055,SYNTH-05055,0,32,0.002265,0.0,0.0008,564.83,JAX 65%; LAC 6%; CIN 4%
15184,SYNTH-05346,SYNTH-05346,0,32,0.002265,0.0,0.00016,564.83,JAX 49%; LAC 7%; CIN 7%
15185,SYNTH-22172,SYNTH-22172,0,32,0.002265,0.0,0.00032,564.82,JAX 42%; CIN 7%; LAC 7%
15186,SYNTH-11390,SYNTH-11390,0,32,0.002265,0.0,0.00048,564.82,JAX 59%; LAC 6%; CIN 5%
15187,SYNTH-03391,SYNTH-03391,0,32,0.002265,0.0,0.00048,564.79,JAX 74%; LAC 5%; CIN 3%
15188,SYNTH-04832,SYNTH-04832,0,32,0.002265,0.0,0.00032,564.78,JAX 59%; LAC 6%; CIN 5%
15189,SYNTH-19869,SYNTH-19869,0,32,0.002265,0.0,0.00032,564.72,JAX 48%; LAC 7%; CIN 6%
15190,SYNTH-00776,SYNTH-00776,0,32,0.002265,0.0,0.00072,564.71,JAX 67%; LAC 6%; CIN 4%
15191,SYNTH-10960,SYNTH-10960,0,32,0.002265,0.0,0.00064,564.68,JAX 65%; LAC 6%; CIN 4%
15192,SYNTH-23315,SYNTH-23315,0,32,0.002265,0.0,0.00024,564.61,JAX 60%; LAC 6%; CIN 5%
15193,SYNTH-05763,SYNTH-05763,0,32,0.002265,0.0,0.00024,564.24,JAX 65%; LAC 6%; CIN 5%
15194,SYNTH-13663,SYNTH-13663,0,32,0.002265,0.0,0.00096,564.21,JAX 83%; LAC 4%; DET 3%
15195,SYNTH-22961,SYNTH-22961,0,32,0.002265,0.0,0.00072,564.15,JAX 74%; LAC 5%; CIN 3%
15196,SYNTH-20148,SYNTH-20148,0,32,0.002265,0.0,0.00024,564.15,JAX 56%; LAC 6%; CIN 6%
15197,SYNTH-18720,SYNTH-18720,0,32,0.002265,0.0,0.00072,564.12,JAX 78%; LAC 4%; CIN 3%
15198,SYNTH-04909,SYNTH-04909,0,32,0.002265,0.0,0.00048,563.96,JAX 60%; LAC 6%; CIN 5%
15199,SYNTH-04970,SYNTH-04970,0,32,0.002265,0.0,0.0008,563.95,JAX 72%; LAC 5%; CIN 4%
15200,SYNTH-14158,SYNTH-14158,0,32,0.002265,0.0,0.00032,563.88,JAX 49%; LAC 7%; CIN 6%
15201,SYNTH-06120,SYNTH-06120,0,32,0.002265,0.0,0.0004,563.85,JAX 64%; LAC 6%; CIN 5%
15202,SYNTH-05583,SYNTH-05583,0,32,0.002265,0.0,0.0008,563.81,JAX 65%; LAC 6%; CIN 5%
15203,SYNTH-04928,SYNTH-04928,0,32,0.002265,0.0,0.0004,563.72,JAX 54%; LAC 7%; CIN 6%
15204,SYNTH-16636,SYNTH-16636,0,32,0.002265,0.0,0.00072,563.6,JAX 66%; LAC 5%; CIN 4%
15205,SYNTH-13303,SYNTH-13303,0,32,0.002265,0.0,0.00064,563.59,JAX 69%; LAC 5%; CIN 4%
15206,SYNTH-00155,SYNTH-00155,0,32,0.002265,0.0,0.00048,563.53,JAX 67%; LAC 5%; CIN 4%
15207,SYNTH-13321,SYNTH-13321,0,32,0.002265,0.0,0.00056,563.52,JAX 60%; LAC 6%; CIN 5%
15208,SYNTH-07079,SYNTH-07079,0,32,0.002265,0.0,0.00048,563.52,JAX 67%; LAC 6%; CIN 4%
15209,SYNTH-16451,SYNTH-16451,0,32,0.002265,0.0,0.00064,563.5,JAX 77%; LAC 4%; CIN 3%
15210,SYNTH-03102,SYNTH-03102,0,32,0.002265,0.0,0.00056,563.42,JAX 61%; LAC 6%; CIN 5%
15211,SYNTH-07912,SYNTH-07912,0,32,0.002265,0.0,0.0008,563.4,JAX 59%; LAC 6%; CIN 5%
15212,SYNTH-22671,SYNTH-22671,0,32,0.002265,0.0,0.0004,563.37,JAX 54%; LAC 6%; CIN 6%
15213,SYNTH-02761,SYNTH-02761,0,32,0.002265,0.0,0.0008,563.35,JAX 72%; LAC 5%; CIN 4%
15214,SYNTH-07077,SYNTH-07077,0,32,0.002265,0.0,0.00032,563.28,JAX 56%; LAC 6%; CIN 6%
15215,SYNTH-03530,SYNTH-03530,0,32,0.002265,0.0,0.00064,563.27,JAX 50%; LAC 6%; CIN 6%
15216,SYNTH-14511,SYNTH-14511,0,32,0.002265,0.0,0.00088,563.21,JAX 66%; LAC 6%; CIN 5%
15217,SYNTH-22857,SYNTH-22857,0,32,0.002265,0.0,0.00088,563.07,JAX 72%; LAC 5%; CIN 4%
15218,SYNTH-05719,SYNTH-05719,0,32,0.002265,0.0,0.00072,563.06,JAX 74%; LAC 5%; CIN 3%
15219,SYNTH-11276,SYNTH-11276,0,32,0.002265,0.0,0.00056,563.06,JAX 71%; LAC 5%; CIN 4%
15220,SYNTH-12602,SYNTH-12602,0,32,0.002265,0.0,0.00072,562.95,JAX 67%; LAC 6%; CIN 4%
15221,SYNTH-15091,SYNTH-15091,0,32,0.002265,0.0,0.00048,562.84,JAX 63%; LAC 6%; CIN 5%
15222,SYNTH-03175,SYNTH-03175,0,32,0.002265,0.0,0.00056,562.82,JAX 62%; LAC 6%; CIN 5%
15223,SYNTH-20430,SYNTH-20430,0,32,0.002265,0.0,0.00072,562.82,JAX 67%; LAC 5%; CIN 4%
15224,SYNTH-09415,SYNTH-09415,0,32,0.002265,0.0,0.00056,562.79,JAX 63%; LAC 6%; CIN 4%
15225,SYNTH-13061,SYNTH-13061,0,32,0.002265,0.0,0.00056,562.74,JAX 55%; LAC 7%; CIN 6%
15226,SYNTH-20895,SYNTH-20895,0,32,0.002265,0.0,0.00056,562.59,JAX 74%; LAC 5%; DET 3%
15227,SYNTH-01234,SYNTH-01234,0,32,0.002265,0.0,0.00048,562.59,JAX 74%; LAC 5%; DET 4%
15228,SYNTH-05717,SYNTH-05717,0,32,0.002265,0.0,0.0004,562.56,JAX 50%; LAC 7%; CIN 6%
15229,SYNTH-09805,SYNTH-09805,0,32,0.002265,0.0,0.00064,562.56,JAX 59%; LAC 6%; CIN 5%
15230,SYNTH-08302,SYNTH-08302,0,32,0.002265,0.0,0.00048,562.55,JAX 48%; LAC 7%; CIN 7%
15231,SYNTH-12235,SYNTH-12235,0,32,0.002265,0.0,0.00056,562.5,JAX 70%; LAC 5%; CIN 4%
15232,SYNTH-06931,SYNTH-06931,0,32,0.002265,0.0,0.00048,562.37,JAX 67%; LAC 5%; CIN 4%
15233,SYNTH-16447,SYNTH-16447,0,32,0.002265,0.0,0.00056,562.35,JAX 50%; LAC 7%; CIN 6%
15234,SYNTH-04363,SYNTH-04363,0,32,0.002265,0.0,0.00056,562.25,JAX 59%; LAC 7%; CIN 5%
15235,SYNTH-10238,SYNTH-10238,0,32,0.002265,0.0,0.00088,562.16,JAX 81%; LAC 4%; CIN 2%
15236,SYNTH-07024,SYNTH-07024,0,32,0.002265,0.0,0.00032,562.1,JAX 50%; LAC 6%; CIN 6%
15237,SYNTH-00590,SYNTH-00590,0,32,0.002265,0.0,0.00064,562.1,JAX 77%; LAC 4%; CIN 3%
15238,SYNTH-00310,SYNTH-00310,0,32,0.002265,0.0,0.00064,562.09,JAX 66%; LAC 6%; CIN 4%
15239,SYNTH-11118,SYNTH-11118,0,32,0.002265,0.0,0.00064,562.05,JAX 72%; LAC 5%; CIN 4%
15240,SYNTH-18607,SYNTH-18607,0,32,0.002265,0.0,0.0004,561.99,JAX 55%; LAC 7%; CIN 6%
15241,SYNTH-12887,SYNTH-12887,0,32,0.002265,0.0,0.0008,561.98,JAX 74%; LAC 5%; CIN 3%
15242,SYNTH-18256,SYNTH-18256,0,32,0.002265,0.0,0.00136,561.84,JAX 67%; LAC 6%; CIN 4%
15243,SYNTH-18875,SYNTH-18875,0,32,0.002265,0.0,0.00048,561.84,JAX 61%; LAC 6%; CIN 5%
15244,SYNTH-02069,SYNTH-02069,0,32,0.002265,0.0,0.00072,561.8,JAX 67%; LAC 6%; CIN 5%
15245,SYNTH-14064,SYNTH-14064,0,32,0.002265,0.0,0.00112,561.71,JAX 63%; LAC 6%; CIN 5%
15246,SYNTH-04632,SYNTH-04632,0,32,0.002265,0.0,0.0004,561.69,JAX 61%; LAC 6%; CIN 5%
15247,SYNTH-06403,SYNTH-06403,0,32,0.002265,0.0,0.00088,561.51,JAX 77%; LAC 5%; DET 4%
15248,SYNTH-15593,SYNTH-15593,0,32,0.002265,0.0,0.00032,561.49,JAX 66%; LAC 6%; CIN 4%
15249,SYNTH-23251,SYNTH-23251,0,32,0.002265,0.0,0.00048,561.46,JAX 71%; LAC 5%; CIN 4%
15250,SYNTH-16865,SYNTH-16865,0,32,0.002265,0.0,0.00024,561.41,JAX 58%; LAC 7%; CIN 5%
15251,SYNTH-11056,SYNTH-11056,0,32,0.002265,0.0,0.00032,561.37,JAX 59%; LAC 6%; CIN 5%
15252,SYNTH-21084,SYNTH-21084,0,32,0.002265,0.0,0.00064,561.36,JAX 53%; HOU 6%; CIN 6%
15253,SYNTH-22208,SYNTH-22208,0,32,0.002265,0.0,0.00056,561.33,JAX 66%; LAC 5%; CIN 4%
15254,SYNTH-23016,SYNTH-23016,0,32,0.002265,0.0,0.0004,561.29,JAX 53%; LAC 6%; CIN 6%
15255,SYNTH-01100,SYNTH-01100,0,32,0.002265,0.0,0.00048,561.26,JAX 60%; LAC 6%; CIN 5%
15256,SYNTH-04070,SYNTH-04070,0,32,0.002265,0.0,0.00064,561.26,JAX 80%; LAC 4%; CIN 3%
15257,SYNTH-05276,SYNTH-05276,0,32,0.002265,0.0,0.00048,561.26,JAX 67%; LAC 6%; DET 4%
15258,SYNTH-21774,SYNTH-21774,0,32,0.002265,0.0,0.00056,561.24,JAX 55%; LAC 6%; CIN 6%
15259,SYNTH-15254,SYNTH-15254,0,32,0.002265,0.0,0.00056,561.02,JAX 71%; LAC 5%; CIN 4%
15260,SYNTH-05131,SYNTH-05131,0,32,0.002265,0.0,0.00072,561.01,JAX 50%; LAC 7%; CIN 6%
15261,SYNTH-10775,SYNTH-10775,0,32,0.002265,0.0,0.00056,560.96,JAX 67%; LAC 6%; CIN 4%
15262,SYNTH-14541,SYNTH-14541,0,32,0.002265,0.0,0.0008,560.87,JAX 73%; LAC 5%; CIN 4%
15263,SYNTH-13900,SYNTH-13900,0,32,0.002265,0.0,0.00048,560.86,JAX 57%; LAC 7%; CIN 6%
15264,SYNTH-04682,SYNTH-04682,0,32,0.002265,0.0,0.0004,560.84,JAX 57%; LAC 7%; CIN 5%
15265,SYNTH-07188,SYNTH-07188,0,32,0.002265,0.0,0.0008,560.83,JAX 64%; LAC 6%; CIN 5%
15266,SYNTH-23181,SYNTH-23181,0,32,0.002265,0.0,0.00024,560.8,JAX 46%; LAC 7%; CIN 7%
15267,SYNTH-04711,SYNTH-04711,0,32,0.002265,0.0,0.00072,560.75,JAX 74%; LAC 5%; CIN 3%
15268,SYNTH-05968,SYNTH-05968,0,32,0.002265,0.0,0.0004,560.67,JAX 60%; LAC 6%; CIN 5%
15269,SYNTH-00652,SYNTH-00652,0,32,0.002265,0.0,0.00048,560.65,JAX 66%; LAC 6%; CIN 5%
15270,SYNTH-21680,SYNTH-21680,0,32,0.002265,0.0,0.00032,560.62,JAX 62%; LAC 6%; CIN 5%
15271,SYNTH-02729,SYNTH-02729,0,32,0.002265,0.0,0.00048,560.46,JAX 60%; LAC 6%; CIN 5%
15272,SYNTH-03390,SYNTH-03390,0,32,0.002265,0.0,0.00056,560.38,JAX 58%; LAC 6%; CIN 6%
15273,SYNTH-07890,SYNTH-07890,0,32,0.002265,0.0,0.00056,560.31,JAX 66%; LAC 6%; CIN 4%
15274,SYNTH-14249,SYNTH-14249,0,32,0.002265,0.0,0.00016,560.31,JAX 59%; LAC 6%; CIN 5%
15275,SYNTH-23447,SYNTH-23447,0,32,0.002265,0.0,0.00056,560.3,JAX 65%; LAC 6%; CIN 5%
15276,SYNTH-21987,SYNTH-21987,0,32,0.002265,0.0,0.00032,560.26,JAX 56%; LAC 6%; CIN 5%
15277,SYNTH-02253,SYNTH-02253,0,32,0.002265,0.0,0.0004,560.26,JAX 65%; LAC 5%; CIN 4%
15278,SYNTH-23233,SYNTH-23233,0,32,0.002265,0.0,0.00048,560.26,JAX 51%; LAC 7%; CIN 6%
15279,SYNTH-12579,SYNTH-12579,0,32,0.002265,0.0,0.00072,560.22,JAX 58%; LAC 6%; CIN 5%
15280,SYNTH-08023,SYNTH-08023,0,32,0.002265,0.0,0.00024,560.21,JAX 63%; LAC 6%; CIN 5%
15281,SYNTH-23556,SYNTH-23556,0,32,0.002265,0.0,0.00048,560.17,JAX 72%; LAC 5%; CIN 3%
15282,SYNTH-15121,SYNTH-15121,0,32,0.002265,0.0,0.00072,560.04,JAX 66%; LAC 5%; CIN 4%
15283,SYNTH-10916,SYNTH-10916,0,32,0.002265,0.0,0.00048,559.86,JAX 63%; LAC 6%; CIN 5%
15284,SYNTH-10441,SYNTH-10441,0,32,0.002265,0.0,0.00048,559.84,JAX 65%; LAC 6%; CIN 4%
15285,SYNTH-16320,SYNTH-16320,0,32,0.002265,0.0,0.00072,559.77,JAX 70%; LAC 5%; CIN 4%
15286,SYNTH-12893,SYNTH-12893,0,32,0.002265,0.0,0.00032,559.68,JAX 57%; LAC 6%; CIN 5%
15287,SYNTH-01319,SYNTH-01319,0,32,0.002265,0.0,0.00064,559.49,JAX 62%; LAC 6%; CIN 5%
15288,SYNTH-15943,SYNTH-15943,0,32,0.002265,0.0,0.0008,559.49,JAX 76%; LAC 4%; CIN 3%
15289,SYNTH-14495,SYNTH-14495,0,32,0.002265,0.0,0.00072,559.4,JAX 71%; LAC 5%; CIN 4%
15290,SYNTH-08075,SYNTH-08075,0,32,0.002265,0.0,0.00072,559.37,JAX 74%; LAC 5%; CIN 4%
15291,SYNTH-14691,SYNTH-14691,0,32,0.002265,0.0,0.00088,559.35,JAX 61%; LAC 6%; CIN 5%
15292,SYNTH-00530,SYNTH-00530,0,32,0.002265,0.0,0.00072,559.2,JAX 82%; LAC 4%; DET 3%
15293,SYNTH-18016,SYNTH-18016,0,32,0.002265,0.0,0.00048,559.19,JAX 55%; LAC 7%; CIN 6%
15294,SYNTH-19595,SYNTH-19595,0,32,0.002265,0.0,0.00048,559.16,JAX 47%; LAC 7%; CIN 7%
15295,SYNTH-17860,SYNTH-17860,0,32,0.002265,0.0,0.00096,559.09,JAX 78%; LAC 5%; DET 3%
15296,SYNTH-21050,SYNTH-21050,0,32,0.002265,0.0,0.00048,559.08,JAX 68%; LAC 6%; CIN 4%
15297,SYNTH-05493,SYNTH-05493,0,32,0.002265,0.0,0.00104,559.02,JAX 75%; LAC 5%; CIN 3%
15298,SYNTH-22084,SYNTH-22084,0,32,0.002265,0.0,0.00088,559.01,JAX 82%; LAC 4%; CIN 2%
15299,SYNTH-14325,SYNTH-14325,0,32,0.002265,0.0,0.00064,558.9,JAX 70%; LAC 5%; CIN 4%
15300,SYNTH-03644,SYNTH-03644,0,32,0.002265,0.0,0.0004,558.74,JAX 78%; LAC 5%; CIN 3%
15301,SYNTH-09946,SYNTH-09946,0,32,0.002265,0.0,0.00024,558.72,JAX 62%; LAC 6%; CIN 5%
15302,SYNTH-18329,SYNTH-18329,0,32,0.002265,0.0,0.00096,558.65,JAX 87%; LAC 3%; DET 2%
15303,SYNTH-01459,SYNTH-01459,0,32,0.002265,0.0,0.0008,558.65,JAX 56%; LAC 6%; CIN 6%
15304,SYNTH-15085,SYNTH-15085,0,32,0.002265,0.0,0.00024,558.5,JAX 34%; HOU 8%; CIN 7%
15305,SYNTH-08422,SYNTH-08422,0,32,0.002265,0.0,0.00056,558.38,JAX 79%; LAC 4%; CIN 3%
15306,SYNTH-01329,SYNTH-01329,0,32,0.002265,0.0,0.0004,558.36,JAX 55%; LAC 7%; CIN 6%
15307,SYNTH-16331,SYNTH-16331,0,32,0.002265,0.0,0.0004,558.32,JAX 52%; LAC 7%; CIN 6%
15308,SYNTH-21837,SYNTH-21837,0,32,0.002265,0.0,0.00048,558.28,JAX 85%; LAC 3%; DET 2%
15309,SYNTH-06614,SYNTH-06614,0,32,0.002265,0.0,0.00024,558.25,JAX 65%; LAC 6%; CIN 5%
15310,SYNTH-07383,SYNTH-07383,0,32,0.002265,0.0,0.00048,558.25,JAX 44%; LAC 8%; CIN 7%
15311,SYNTH-00101,SYNTH-00101,0,32,0.002265,0.0,8e-05,558.14,JAX 27%; CIN 9%; LAC 7%
15312,SYNTH-17703,SYNTH-17703,0,32,0.002265,0.0,0.00024,558.07,JAX 51%; CIN 6%; LAC 6%
15313,SYNTH-07022,SYNTH-07022,0,32,0.002265,0.0,0.00072,558.06,JAX 60%; LAC 6%; CIN 5%
15314,SYNTH-16068,SYNTH-16068,0,32,0.002265,0.0,0.00056,557.76,JAX 41%; CIN 7%; LAC 7%
15315,SYNTH-23176,SYNTH-23176,0,32,0.002265,0.0,0.00048,557.73,JAX 62%; LAC 6%; CIN 5%
15316,SYNTH-16161,SYNTH-16161,0,32,0.002265,0.0,0.00072,557.72,JAX 50%; CIN 6%; LAC 6%
15317,SYNTH-12995,SYNTH-12995,0,32,0.002265,0.0,0.00048,557.64,JAX 62%; LAC 6%; CIN 5%
15318,SYNTH-01038,SYNTH-01038,0,32,0.002265,0.0,0.00032,557.55,JAX 53%; LAC 7%; CIN 6%
15319,SYNTH-02150,SYNTH-02150,0,32,0.002265,0.0,0.00056,557.55,JAX 64%; LAC 6%; CIN 4%
15320,SYNTH-13734,SYNTH-13734,0,32,0.002265,0.0,0.00088,557.5,JAX 73%; LAC 5%; CIN 3%
15321,SYNTH-04830,SYNTH-04830,0,32,0.002265,0.0,0.00088,557.36,JAX 69%; LAC 6%; CIN 4%
15322,SYNTH-22351,SYNTH-22351,0,32,0.002265,0.0,0.00072,557.33,JAX 70%; LAC 5%; CIN 4%
15323,SYNTH-21862,SYNTH-21862,0,32,0.002265,0.0,0.00056,557.3,JAX 58%; LAC 6%; CIN 5%
15324,SYNTH-21939,SYNTH-21939,0,32,0.002265,0.0,0.00056,557.23,JAX 50%; LAC 7%; CIN 6%
15325,SYNTH-23508,SYNTH-23508,0,32,0.002265,0.0,0.00016,557.15,JAX 52%; LAC 7%; CIN 6%
15326,SYNTH-02020,SYNTH-02020,0,32,0.002265,0.0,0.0004,557.04,JAX 60%; LAC 5%; CIN 5%
15327,SYNTH-02721,SYNTH-02721,0,32,0.002265,0.0,0.00024,556.98,JAX 67%; LAC 5%; CIN 4%
15328,SYNTH-00587,SYNTH-00587,0,32,0.002265,0.0,0.00064,556.95,JAX 62%; LAC 6%; CIN 5%
15329,SYNTH-19998,SYNTH-19998,0,32,0.002265,0.0,0.00072,556.76,JAX 57%; LAC 6%; CIN 5%
15330,SYNTH-05658,SYNTH-05658,0,32,0.002265,0.0,0.00024,556.72,JAX 59%; LAC 6%; CIN 5%
15331,SYNTH-06378,SYNTH-06378,0,32,0.002265,0.0,0.0008,556.67,JAX 71%; LAC 5%; CIN 4%
15332,SYNTH-03162,SYNTH-03162,0,32,0.002265,0.0,0.00032,556.57,JAX 46%; LAC 7%; CIN 7%
15333,SYNTH-23926,SYNTH-23926,0,32,0.002265,0.0,0.0008,556.53,JAX 64%; LAC 6%; CIN 5%
15334,SYNTH-20386,SYNTH-20386,0,32,0.002265,0.0,0.00064,556.49,JAX 70%; LAC 6%; CIN 4%
15335,SYNTH-16880,SYNTH-16880,0,32,0.002265,0.0,0.00104,556.44,JAX 74%; LAC 5%; CIN 4%
15336,SYNTH-07619,SYNTH-07619,0,32,0.002265,0.0,0.00064,556.44,JAX 68%; LAC 5%; CIN 4%
15337,SYNTH-19952,SYNTH-19952,0,32,0.002265,0.0,0.0012,556.38,JAX 80%; LAC 4%; CIN 2%
15338,SYNTH-08909,SYNTH-08909,0,32,0.002265,0.0,0.0004,556.24,JAX 60%; LAC 6%; CIN 5%
15339,SYNTH-08998,SYNTH-08998,0,32,0.002265,0.0,0.0008,556.16,JAX 68%; LAC 6%; CIN 4%
15340,SYNTH-09154,SYNTH-09154,0,32,0.002265,0.0,0.00048,556.07,JAX 63%; LAC 6%; CIN 5%
15341,SYNTH-00102,SYNTH-00102,0,32,0.002265,0.0,0.00072,556.05,JAX 70%; LAC 5%; CIN 4%
15342,SYNTH-13059,SYNTH-13059,0,32,0.002265,0.0,0.00056,555.95,JAX 81%; LAC 4%; CIN 2%
15343,SYNTH-07495,SYNTH-07495,0,32,0.002265,0.0,0.00064,555.92,JAX 62%; LAC 6%; CIN 5%
15344,SYNTH-17104,SYNTH-17104,0,32,0.002265,0.0,0.00032,555.85,JAX 43%; CIN 7%; LAC 7%
15345,SYNTH-14221,SYNTH-14221,0,32,0.002265,0.0,0.00048,555.72,JAX 60%; LAC 6%; CIN 5%
15346,SYNTH-14067,SYNTH-14067,0,32,0.002265,0.0,0.00056,555.72,JAX 63%; LAC 6%; CIN 5%
15347,SYNTH-01248,SYNTH-01248,0,32,0.002265,0.0,0.00056,555.64,JAX 52%; LAC 7%; CIN 6%
15348,SYNTH-02177,SYNTH-02177,0,32,0.002265,0.0,0.0004,555.59,JAX 63%; LAC 6%; CIN 5%
15349,SYNTH-22185,SYNTH-22185,0,32,0.002265,0.0,0.00048,555.34,JAX 72%; LAC 5%; CIN 3%
15350,SYNTH-03254,SYNTH-03254,0,32,0.002265,0.0,0.0008,555.22,JAX 62%; LAC 6%; CIN 5%
15351,SYNTH-10203,SYNTH-10203,0,32,0.002265,0.0,0.00072,555.2,JAX 54%; LAC 7%; CIN 6%
15352,SYNTH-10822,SYNTH-10822,0,32,0.002265,0.0,0.00088,555.19,JAX 64%; LAC 6%; CIN 5%
15353,SYNTH-09522,SYNTH-09522,0,32,0.002265,0.0,0.00072,555.03,JAX 54%; LAC 7%; CIN 6%
15354,SYNTH-18348,SYNTH-18348,0,32,0.002265,0.0,0.00056,555.03,JAX 68%; LAC 5%; CIN 4%
15355,SYNTH-22831,SYNTH-22831,0,32,0.002265,0.0,0.00072,554.99,JAX 68%; LAC 6%; CIN 4%
15356,SYNTH-23590,SYNTH-23590,0,32,0.002265,0.0,0.00032,554.92,JAX 44%; LAC 7%; CIN 7%
15357,SYNTH-05777,SYNTH-05777,0,32,0.002265,0.0,0.00048,554.87,JAX 53%; LAC 7%; CIN 6%
15358,SYNTH-12023,SYNTH-12023,0,32,0.002265,0.0,0.00056,554.83,JAX 53%; LAC 7%; CIN 6%
15359,SYNTH-08776,SYNTH-08776,0,32,0.002265,0.0,0.00088,554.78,JAX 67%; LAC 6%; CIN 4%
15360,SYNTH-11301,SYNTH-11301,0,32,0.002265,0.0,0.00032,554.77,JAX 65%; LAC 6%; CIN 4%
15361,SYNTH-22934,SYNTH-22934,0,32,0.002265,0.0,0.00072,554.77,JAX 75%; LAC 5%; CIN 3%
15362,SYNTH-19745,SYNTH-19745,0,32,0.002265,0.0,0.0004,554.67,JAX 56%; LAC 7%; CIN 6%
15363,SYNTH-00128,SYNTH-00128,0,32,0.002265,0.0,0.00072,554.67,JAX 66%; LAC 6%; CIN 4%
15364,SYNTH-19759,SYNTH-19759,0,32,0.002265,0.0,0.00064,554.63,JAX 68%; LAC 6%; CIN 4%
15365,SYNTH-12798,SYNTH-12798,0,32,0.002265,0.0,0.00104,554.52,JAX 81%; LAC 4%; CIN 2%
15366,SYNTH-01651,SYNTH-01651,0,32,0.002265,0.0,0.0004,554.49,JAX 62%; LAC 6%; CIN 5%
15367,SYNTH-04240,SYNTH-04240,0,32,0.002265,0.0,0.00072,554.46,JAX 70%; LAC 5%; CIN 4%
15368,SYNTH-16431,SYNTH-16431,0,32,0.002265,0.0,0.0008,554.43,JAX 74%; LAC 5%; CIN 3%
15369,SYNTH-19354,SYNTH-19354,0,32,0.002265,0.0,0.0008,554.38,JAX 70%; LAC 5%; CIN 4%
15370,SYNTH-02988,SYNTH-02988,0,32,0.002265,0.0,0.0004,554.37,JAX 37%; CIN 8%; HOU 8%
15371,SYNTH-00233,SYNTH-00233,0,32,0.002265,0.0,0.00064,554.35,JAX 51%; LAC 7%; CIN 6%
15372,SYNTH-07602,SYNTH-07602,0,32,0.002265,0.0,0.00048,554.32,JAX 70%; LAC 6%; CIN 4%
15373,SYNTH-14103,SYNTH-14103,0,32,0.002265,0.0,0.00072,554.26,JAX 75%; LAC 5%; CIN 3%
15374,SYNTH-01736,SYNTH-01736,0,32,0.002265,0.0,0.0004,554.16,JAX 64%; LAC 6%; CIN 5%
15375,SYNTH-08098,SYNTH-08098,0,32,0.002265,0.0,0.00048,554.15,JAX 61%; LAC 7%; CIN 5%
15376,SYNTH-10474,SYNTH-10474,0,32,0.002265,0.0,0.00064,554.12,JAX 75%; LAC 5%; CIN 3%
15377,SYNTH-03567,SYNTH-03567,0,32,0.002265,0.0,0.0008,554.1,JAX 61%; LAC 7%; CIN 5%
15378,SYNTH-19091,SYNTH-19091,0,32,0.002265,0.0,0.00048,554.08,JAX 65%; LAC 6%; CIN 4%
15379,SYNTH-20572,SYNTH-20572,0,32,0.002265,0.0,0.00056,554.06,JAX 46%; CIN 7%; LAC 7%
15380,SYNTH-10226,SYNTH-10226,0,32,0.002265,0.0,0.00056,554.05,JAX 70%; LAC 5%; CIN 4%
15381,SYNTH-19384,SYNTH-19384,0,32,0.002265,0.0,0.00056,553.96,JAX 57%; LAC 6%; CIN 5%
15382,SYNTH-04002,SYNTH-04002,0,32,0.002265,0.0,0.00032,553.95,JAX 51%; LAC 7%; CIN 6%
15383,SYNTH-22382,SYNTH-22382,0,32,0.002265,0.0,0.0008,553.85,JAX 63%; LAC 6%; CIN 5%
15384,SYNTH-10746,SYNTH-10746,0,32,0.002265,0.0,0.00048,553.83,JAX 60%; LAC 7%; CIN 5%
15385,SYNTH-02314,SYNTH-02314,0,32,0.002265,0.0,0.00064,553.8,JAX 72%; LAC 5%; CIN 4%
15386,SYNTH-15309,SYNTH-15309,0,32,0.002265,0.0,0.00072,553.75,JAX 58%; LAC 6%; CIN 6%
15387,SYNTH-11243,SYNTH-11243,0,32,0.002265,0.0,0.00056,553.71,JAX 66%; LAC 6%; CIN 4%
15388,SYNTH-06905,SYNTH-06905,0,32,0.002265,0.0,0.00048,553.64,JAX 62%; LAC 6%; CIN 5%
15389,SYNTH-08461,SYNTH-08461,0,32,0.002265,0.0,0.0004,553.62,JAX 57%; LAC 6%; CIN 6%
15390,SYNTH-20965,SYNTH-20965,0,32,0.002265,0.0,0.00032,553.6,JAX 74%; LAC 5%; DET 3%
