rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SUBIIME-4,SUBIIME,0,32,0.001319,0.0,0.00056,768.88,BUF 11%; NE 11%; SF 8%
447,FSM 4 EVA-1,FSM 4 EVA,0,32,0.001319,0.0,0.00024,267.86,BUF 19%; NE 18%; SF 8%
448,Staying Alive-4,Staying Alive,0,32,0.001319,0.0,0.00024,267.86,BUF 19%; NE 18%; SF 8%
449,FYPM-2,FYPM,0,32,0.001319,0.0,0.00024,267.86,BUF 15%; NE 15%; SF 8%
450,EX-FINANCE-5,EX-FINANCE,0,32,0.001319,0.0,0.00024,267.86,BUF 10%; NE 10%; SF 7%
451,M_EHRMANTRAUT-4,M_EHRMANTRAUT,0,32,0.001319,0.0,0.00024,267.86,BUF 19%; NE 18%; SF 8%
452,DR B-5,DR B,0,32,0.001319,0.0,0.00024,267.86,BUF 10%; NE 10%; SF 7%
453,Hooter & Jersey-1,Hooter & Jersey,0,32,0.001319,0.0,0.00024,267.86,BUF 19%; NE 18%; SF 8%
454,Luther41-2,Luther41,0,32,0.001319,0.0,0.00024,267.27,BUF 11%; NE 11%; SF 8%
455,BMAC-4,BMAC,0,32,0.001319,0.0,0.00024,264.3,BUF 10%; NE 10%; SF 7%
456,Jax 2 Win-3,Jax 2 Win,0,32,0.001319,0.0,0.00024,263.63,BUF 19%; NE 18%; SF 8%
457,The Mad Russian-5,The Mad Russian,0,32,0.001319,0.0,0.00024,258.37,BUF 19%; NE 18%; SF 8%
458,Jack Hammer Time-1,Jack Hammer Time,0,32,0.001319,0.0,0.00024,255.22,BUF 19%; NE 18%; SF 8%
459,Mandelorian39-1,Mandelorian39,0,32,0.001319,0.0,0.00024,255.22,BUF 19%; NE 18%; SF 8%
460,BMAC-2,BMAC,0,32,0.001319,0.0,0.00024,251.69,BUF 13%; NE 13%; SF 8%
461,Ned Landers-2,Ned Landers,0,32,0.001319,0.0,0.00024,247.14,BUF 11%; NE 11%; SF 8%
462,BISHOP1971-1,BISHOP1971,0,32,0.001319,0.0,0.00024,246.9,BUF 19%; NE 18%; SF 8%
463,Lightning-2,Lightning,0,32,0.001319,0.0,0.00024,244.1,BUF 13%; NE 13%; SF 8%
464,PROBST-1,PROBST,0,32,0.001319,0.0,0.00024,243.22,BUF 13%; NE 13%; SF 8%
465,Captain 1-1,Captain 1,0,32,0.001319,0.0,0.00024,241.23,BUF 19%; NE 18%; SF 8%
466,PA Pride-2,PA Pride,0,32,0.001319,0.0,0.00024,234.53,BUF 19%; NE 18%; SF 8%
467,One Man Gang-1,One Man Gang,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
468,Maverick 03-1,Maverick 03,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
469,RGOLD79-1,RGOLD79,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
470,PISO MOJADO-5,PISO MOJADO,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
471,STRAIGHT CA$H HOMIE-1,STRAIGHT CA$H HOMIE,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
472,SPS-4,SPS,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
473,Moose-1,Moose,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
474,ODBMG-3,ODBMG,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
475,NYBallers-1,NYBallers,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
476,Mikex2nRH-3,Mikex2nRH,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
477,MAX-2,MAX,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
478,MXX-3,MXX,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
479,PARLAY G-4,PARLAY G,0,32,0.001319,0.0,0.00016,219.68,BUF 10%; NE 10%; SF 7%
480,P1-P2-1,P1-P2,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
481,He Is The One-3,He Is The One,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
482,PGAMOPTOUR5-4,PGAMOPTOUR5,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
483,O.T.S.S-1,O.T.S.S,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
484,PLUME43-1,PLUME43,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
485,MR BOBBY F-1,MR BOBBY F,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
486,MATADOR-1,MATADOR,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
487,LUCKY 13-1,LUCKY 13,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
488,PHOENIX 2 VEGAS-2,PHOENIX 2 VEGAS,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
489,Mucked Nuts.-4,Mucked Nuts.,0,32,0.001319,0.0,0.00016,219.68,BUF 11%; NE 11%; SF 8%
490,MEDIUM RARE-1,MEDIUM RARE,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
491,MBEASY-4,MBEASY,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
492,Puppy Kisses-3,Puppy Kisses,0,32,0.001319,0.0,0.00016,219.68,BUF 10%; NE 10%; SF 7%
493,QUESERASERA-2,QUESERASERA,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
494,WARDOG-1,WARDOG,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
495,THE INTANGIBLES-1,THE INTANGIBLES,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
496,DUCK-2,DUCK,0,32,0.001319,0.0,0.00016,219.68,BUF 11%; NE 11%; SF 8%
497,JEFF PROBST-4,JEFF PROBST,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
498,WWCD 2-1,WWCD 2,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
499,SPS-3,SPS,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
500,Staying Alive-1,Staying Alive,0,32,0.001319,0.0,0.00016,219.68,BUF 10%; NE 10%; SF 7%
501,Statman27-1,Statman27,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
502,DRYDIN-5,DRYDIN,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
503,Don Guayo-1,Don Guayo,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
504,DALLAS-1,DALLAS,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
505,617 to 702-4,617 to 702,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
506,WAZ-1,WAZ,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
507,Schematic Advantage-1,Schematic Advantage,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
508,Tampa Daven-2,Tampa Daven,0,32,0.001319,0.0,0.00016,219.68,BUF 10%; NE 10%; SF 7%
509,Larry B 27-3,Larry B 27,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
510,BMAC-5,BMAC,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
511,TheDogs of Blueberry-3,TheDogs of Blueberry,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
512,NOTJOE'SAVGJALAPENOS-4,NOTJOE'SAVGJALAPENOS,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
513,Jimmy Wiseguy-1,Jimmy Wiseguy,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
514,Tha Good Playa-1,Tha Good Playa,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
515,BIGDNICK-4,BIGDNICK,0,32,0.001319,0.0,0.00016,219.68,BUF 10%; NE 10%; SF 7%
516,SPASMUS-1,SPASMUS,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
517,Vegas Mikey G-1,Vegas Mikey G,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
518,BOBBYT-2,BOBBYT,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
519,YEEGONE2-5,YEEGONE2,0,32,0.001319,0.0,0.00016,219.68,BUF 10%; NE 10%; SF 7%
520,ZENDAYA-1,ZENDAYA,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
521,BRIAR GREEN-3,BRIAR GREEN,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
522,JULIET SIERRA-1,JULIET SIERRA,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
523,Jrod-4,Jrod,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
524,SJM-1,SJM,0,32,0.001319,0.0,0.00016,219.68,BUF 11%; NE 11%; SF 8%
525,Shustine-3,Shustine,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
526,Seatown Square-1,Seatown Square,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
527,Sean1923-1,Sean1923,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
528,Scrlou41-5,Scrlou41,0,32,0.001319,0.0,0.00016,219.68,BUF 11%; NE 11%; SF 8%
529,Scrlou41-2,Scrlou41,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
530,scourrge-2,scourrge,0,32,0.001319,0.0,0.00016,219.68,BUF 10%; NE 10%; SF 7%
531,RUSH 2112 YYZ-4,RUSH 2112 YYZ,0,32,0.001319,0.0,0.00016,219.68,BUF 10%; NE 10%; SF 7%
532,Gamblenomics-1,Gamblenomics,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
533,EX-FINANCE-4,EX-FINANCE,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
534,EROQ-5,EROQ,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
535,Got2wins-2,Got2wins,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
536,scourrge-3,scourrge,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
537,Team Barbara Lee-1,Team Barbara Lee,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
538,SUGARBEARS-1,SUGARBEARS,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
539,Jackholes-1,Jackholes,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
540,Shustine-1,Shustine,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
541,BILLS MAFIA-1,BILLS MAFIA,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
542,Big Johnsons-1,Big Johnsons,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
543,82017Taylar-1,82017Taylar,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
544,SNOWMAN-1,SNOWMAN,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
545,Snapmare-1,Snapmare,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
546,TEAM MOIST-3,TEAM MOIST,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
547,PGAMOPTOUR5-2,PGAMOPTOUR5,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
548,Lehrjet-1,Lehrjet,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
549,Uncle Nephew-2,Uncle Nephew,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
550,ROWDY RASCAL-1,ROWDY RASCAL,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
551,FJIZZLE-3,FJIZZLE,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
552,Fish Squad-2,Fish Squad,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
553,JRSCIBBS420-1,JRSCIBBS420,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
554,hoffytime.-3,hoffytime.,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
555,GANSWER-1,GANSWER,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
556,AUGIE DAWG-2,AUGIE DAWG,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
557,Chaddie & Maddie-3,Chaddie & Maddie,0,32,0.001319,0.0,0.00016,219.68,BUF 10%; NE 10%; SF 7%
558,CAMPTEK 14-1,CAMPTEK 14,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
559,C OB-1,C OB,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
560,BUY LOW-2,BUY LOW,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
561,buffalo1-5,buffalo1,0,32,0.001319,0.0,0.00016,219.68,BUF 10%; NE 10%; SF 7%
562,He Is The One-2,He Is The One,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
563,Putting on the foil-2,Putting on the foil,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
564,MIKECHAZ-1,MIKECHAZ,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
565,Wild Turkey-1,Wild Turkey,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
566,Covid Cappers-1,Covid Cappers,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
567,gydo-2,gydo,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
568,Borg-5,Borg,0,32,0.001319,0.0,0.00016,219.68,BUF 10%; NE 10%; SF 7%
569,Borg-4,Borg,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
570,BIG LIB-2,BIG LIB,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
571,BLIND BOZO-1,BLIND BOZO,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
572,Bjorn-3,Bjorn,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
573,Captain Seamus-1,Captain Seamus,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
574,BizzyBettor-1,BizzyBettor,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
575,BillyVegas-1,BillyVegas,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
576,IMAWHALE SPORTS-5,IMAWHALE SPORTS,0,32,0.001319,0.0,0.00016,219.68,BUF 10%; NE 10%; SF 7%
577,Atw72-1,Atw72,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
578,XXYYZZ-3,XXYYZZ,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
579,XIch-2,XIch,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
580,JimmyJam4508-1,JimmyJam4508,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
581,Accorsi-1,Accorsi,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
582,Tigerbait-1,Tigerbait,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
583,Three Kings-1,Three Kings,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
584,THOMAS HALL-1,THOMAS HALL,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
585,YEEGONE2-4,YEEGONE2,0,32,0.001319,0.0,0.00016,219.68,BUF 11%; NE 11%; SF 8%
586,YEEGONE-5,YEEGONE,0,32,0.001319,0.0,0.00016,219.68,BUF 10%; NE 10%; SF 7%
587,Wicked Awesome-1,Wicked Awesome,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
588,Who Dat-2,Who Dat,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
589,Westover Winner-1,Westover Winner,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
590,PRESENCE-5,PRESENCE,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
591,MONEY OBSCENE-3,MONEY OBSCENE,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
592,KNOWSTRADAMUS-1,KNOWSTRADAMUS,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
593,ICEMAN650-3,ICEMAN650,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
594,DeserBo-2,DeserBo,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
595,FLEECERS-1,FLEECERS,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
596,EL PADRE-2,EL PADRE,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
597,Edgedadon-1,Edgedadon,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
598,Got2wins-3,Got2wins,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
599,BRONCBOYS-1,BRONCBOYS,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
600,BIG LIB-1,BIG LIB,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
601,BIG DEAL-3,BIG DEAL,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
602,DragonFly2713-1,DragonFly2713,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
603,Cuddy120-2,Cuddy120,0,32,0.001319,0.0,0.00016,219.68,BUF 11%; NE 11%; SF 8%
604,SIN CITY LORI-3,SIN CITY LORI,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
605,SIN CITY LORI-2,SIN CITY LORI,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
606,Sand Bagger-1,Sand Bagger,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
607,RICHIE RICH-1,RICHIE RICH,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
608,CORNELIOROGERB-1,CORNELIOROGERB,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
609,COLTS45-1,COLTS45,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
610,Danty @ 1230-1,Danty @ 1230,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
611,Gamblinsteve-3,Gamblinsteve,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
612,MALM20-2,MALM20,0,32,0.001319,0.0,0.00016,219.68,BUF 11%; NE 11%; SF 8%
613,LORD OF LAS VEGAS-1,LORD OF LAS VEGAS,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
614,Hoya Sack Sa-1,Hoya Sack Sa,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
615,HORNET.-4,HORNET.,0,32,0.001319,0.0,0.00016,219.68,BUF 11%; NE 11%; SF 8%
616,PARLAY G-1,PARLAY G,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
617,Al The Sly-1,Al The Sly,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
618,Zenyatta-2,Zenyatta,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
619,Midnight Cat-2,Midnight Cat,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
620,MEXIMELT-3,MEXIMELT,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
621,dylan-3,dylan,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
622,Cuddy120-3,Cuddy120,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
623,MeAndTonyG-1,MeAndTonyG,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
624,MCM3312-1,MCM3312,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
625,Wincowski 04-1,Wincowski 04,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
626,VODKA ROCKS-1,VODKA ROCKS,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
627,Midnight Cat-5,Midnight Cat,0,32,0.001319,0.0,0.00016,219.68,BUF 10%; NE 10%; SF 7%
628,The Jer-1,The Jer,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
629,KLOSE BUT NO CIGAR-1,KLOSE BUT NO CIGAR,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
630,Kitsunegari-1,Kitsunegari,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
631,KARMA.-1,KARMA.,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
632,Jrod-3,Jrod,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
633,RICKSKINS-4,RICKSKINS,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
634,Mandelorian39-2,Mandelorian39,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
635,Luther41-5,Luther41,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
636,Larry B 27-1,Larry B 27,0,32,0.001319,0.0,0.00016,219.68,BUF 10%; NE 10%; SF 7%
637,NOTJOE'SAVGJALAPENOS-5,NOTJOE'SAVGJALAPENOS,0,32,0.001319,0.0,0.00016,219.68,BUF 10%; NE 10%; SF 7%
638,Niche-2,Niche,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
639,The Disasters-1,The Disasters,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
640,WILLY BALTERS-1,WILLY BALTERS,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
641,WHERE'S LUNCH-3,WHERE'S LUNCH,0,32,0.001319,0.0,0.00016,219.68,BUF 11%; NE 11%; SF 8%
642,Heavy Weight Heads-3,Heavy Weight Heads,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
643,DR B-1,DR B,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
644,DinoTheDog-5,DinoTheDog,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
645,Cuddy120-4,Cuddy120,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
646,BARNES LAW-1,BARNES LAW,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
647,KCB-1,KCB,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
648,JOE D-4,JOE D,0,32,0.001319,0.0,0.00016,219.68,BUF 11%; NE 11%; SF 8%
649,WESTBROOK FOR 3-2,WESTBROOK FOR 3,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
650,JC16-1,JC16,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
651,JBJB-1,JBJB,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
652,Iron Mountain-1,Iron Mountain,0,32,0.001319,0.0,0.00016,219.68,BUF 11%; NE 11%; SF 8%
653,Lehrjet-3,Lehrjet,0,32,0.001319,0.0,0.00016,219.68,BUF 11%; NE 11%; SF 8%
654,RIGHTANGLESPORTS-1,RIGHTANGLESPORTS,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
655,3 MULLETS-1,3 MULLETS,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
656,Action Jackson-2,Action Jackson,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
657,Accorsi-2,Accorsi,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
658,EL PADRE-3,EL PADRE,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
659,Livin' The Dream-1,Livin' The Dream,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
660,Kris Barr.-1,Kris Barr.,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
661,KICKER LIVES MATTER-1,KICKER LIVES MATTER,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
662,KB512-3,KB512,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
663,K 2 S Q R-1,K 2 S Q R,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
664,HARTMANN-2,HARTMANN,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
665,GULF COAST GURU-2,GULF COAST GURU,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
666,Got2wins-1,Got2wins,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
667,7- Out-3,7- Out,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
668,5STPETERS-1,5STPETERS,0,32,0.001319,0.0,0.00016,219.68,BUF 15%; NE 15%; SF 8%
669,420ERS-1,420ERS,0,32,0.001319,0.0,0.00016,219.68,BUF 19%; NE 18%; SF 8%
670,KearneyOmallys-3,KearneyOmallys,0,32,0.001319,0.0,0.00016,219.68,BUF 13%; NE 13%; SF 8%
671,Max Player-1,Max Player,0,32,0.001319,0.0,0.00024,217.53,BUF 19%; NE 18%; SF 8%
672,HORNET.-5,HORNET.,0,32,0.001319,0.0,0.00024,217.18,BUF 10%; NE 10%; SF 7%
673,Either A or B-1,Either A or B,0,32,0.001319,0.0,0.00016,215.46,BUF 19%; NE 18%; SF 8%
674,Shamy-2,Shamy,0,32,0.001319,0.0,0.00016,215.46,BUF 11%; NE 11%; SF 8%
675,HMA-1,HMA,0,32,0.001319,0.0,0.00016,215.46,BUF 19%; NE 18%; SF 8%
676,Thunder-2,Thunder,0,32,0.001319,0.0,0.00016,215.46,BUF 10%; NE 10%; SF 7%
