rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SYNTH-06260,SYNTH-06260,0,32,5e-05,0.0,0.00024,4930.91,CIN 82%; BUF 6%; SEA 3%
15588,SYNTH-05419,SYNTH-05419,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 6%; SEA 3%
15589,SYNTH-05418,SYNTH-05418,0,32,5e-05,0.0,0.0,0.0,CIN 70%; BUF 8%; SEA 4%
15590,SYNTH-05429,SYNTH-05429,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
15591,SYNTH-05368,SYNTH-05368,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 6%; SEA 4%
15592,SYNTH-05367,SYNTH-05367,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 7%; SEA 3%
15593,SYNTH-05366,SYNTH-05366,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 6%; SEA 3%
15594,SYNTH-05365,SYNTH-05365,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 6%; SEA 3%
15595,SYNTH-05363,SYNTH-05363,0,32,5e-05,0.0,0.0,0.0,CIN 67%; BUF 8%; SEA 5%
15596,SYNTH-05361,SYNTH-05361,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
15597,SYNTH-05359,SYNTH-05359,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 4%
15598,SYNTH-05358,SYNTH-05358,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 8%; SEA 3%
15599,SYNTH-05357,SYNTH-05357,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 6%; SEA 4%
15600,SYNTH-05356,SYNTH-05356,0,32,5e-05,0.0,0.0,0.0,CIN 72%; BUF 8%; SEA 4%
15601,SYNTH-05391,SYNTH-05391,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
15602,SYNTH-05354,SYNTH-05354,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
15603,SYNTH-05353,SYNTH-05353,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 3%
15604,SYNTH-05352,SYNTH-05352,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
15605,SYNTH-05351,SYNTH-05351,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
15606,SYNTH-05350,SYNTH-05350,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 5%; SEA 3%
15607,SYNTH-05349,SYNTH-05349,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
15608,SYNTH-05348,SYNTH-05348,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 3%
15609,SYNTH-05347,SYNTH-05347,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
15610,SYNTH-05345,SYNTH-05345,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
15611,SYNTH-05344,SYNTH-05344,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 6%; SEA 3%
15612,SYNTH-05355,SYNTH-05355,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
15613,SYNTH-05390,SYNTH-05390,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 8%; SEA 4%
15614,SYNTH-05389,SYNTH-05389,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
15615,SYNTH-05388,SYNTH-05388,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 6%; SEA 3%
15616,SYNTH-05387,SYNTH-05387,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
15617,SYNTH-05386,SYNTH-05386,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 5%; SEA 3%
15618,SYNTH-05385,SYNTH-05385,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
15619,SYNTH-05384,SYNTH-05384,0,32,5e-05,0.0,0.0,0.0,CIN 67%; BUF 8%; SEA 5%
15620,SYNTH-05383,SYNTH-05383,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
15621,SYNTH-05382,SYNTH-05382,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 3%
15622,SYNTH-05381,SYNTH-05381,0,32,5e-05,0.0,0.0,0.0,CIN 72%; BUF 7%; SEA 4%
15623,SYNTH-05369,SYNTH-05369,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 6%; SEA 4%
15624,SYNTH-05379,SYNTH-05379,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
15625,SYNTH-05378,SYNTH-05378,0,32,5e-05,0.0,0.0,0.0,CIN 58%; BUF 11%; SEA 5%
15626,SYNTH-05377,SYNTH-05377,0,32,5e-05,0.0,0.0,0.0,CIN 67%; BUF 8%; SEA 5%
15627,SYNTH-05376,SYNTH-05376,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
15628,SYNTH-05375,SYNTH-05375,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 8%; SEA 4%
15629,SYNTH-05374,SYNTH-05374,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 7%; SEA 3%
15630,SYNTH-05373,SYNTH-05373,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
15631,SYNTH-05372,SYNTH-05372,0,32,5e-05,0.0,0.0,0.0,CIN 68%; BUF 9%; SEA 4%
15632,SYNTH-05371,SYNTH-05371,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 9%; SEA 4%
15633,SYNTH-05370,SYNTH-05370,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
15634,SYNTH-05380,SYNTH-05380,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 6%; SEA 3%
15635,SYNTH-01100,SYNTH-01100,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 7%; SEA 2%
15636,SYNTH-01099,SYNTH-01099,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 6%; SEA 3%
15637,SYNTH-01098,SYNTH-01098,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
15638,SYNTH-01097,SYNTH-01097,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 4%
15639,SYNTH-01096,SYNTH-01096,0,32,5e-05,0.0,0.0,0.0,CIN 68%; BUF 8%; SEA 5%
15640,SYNTH-01095,SYNTH-01095,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 6%; SEA 4%
15641,SYNTH-01094,SYNTH-01094,0,32,5e-05,0.0,0.0,0.0,CIN 68%; BUF 9%; SEA 4%
15642,SYNTH-01093,SYNTH-01093,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
15643,SYNTH-01092,SYNTH-01092,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
15644,SYNTH-03241,SYNTH-03241,0,32,5e-05,0.0,0.0,0.0,CIN 72%; BUF 6%; SEA 4%
15645,SYNTH-01089,SYNTH-01089,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
15646,SYNTH-01088,SYNTH-01088,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
15647,SYNTH-01087,SYNTH-01087,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 4%
15648,SYNTH-01086,SYNTH-01086,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 8%; SEA 4%
15649,SYNTH-01085,SYNTH-01085,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 10%; SEA 3%
15650,SYNTH-01084,SYNTH-01084,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 6%; SEA 3%
15651,SYNTH-01083,SYNTH-01083,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
15652,SYNTH-01082,SYNTH-01082,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 4%
15653,SYNTH-01078,SYNTH-01078,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 9%; SEA 4%
15654,SYNTH-01077,SYNTH-01077,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
15655,SYNTH-01091,SYNTH-01091,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
15656,SYNTH-01126,SYNTH-01126,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
15657,SYNTH-01125,SYNTH-01125,0,32,5e-05,0.0,0.0,0.0,CIN 67%; BUF 11%; SEA 4%
15658,SYNTH-01124,SYNTH-01124,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
15659,SYNTH-01123,SYNTH-01123,0,32,5e-05,0.0,0.0,0.0,CIN 68%; BUF 9%; SEA 4%
15660,SYNTH-01121,SYNTH-01121,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 7%; SEA 4%
15661,SYNTH-01120,SYNTH-01120,0,32,5e-05,0.0,0.0,0.0,CIN 63%; BUF 9%; SEA 5%
15662,SYNTH-01119,SYNTH-01119,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 3%
15663,SYNTH-01118,SYNTH-01118,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
15664,SYNTH-01117,SYNTH-01117,0,32,5e-05,0.0,0.0,0.0,CIN 69%; BUF 7%; SEA 5%
15665,SYNTH-01115,SYNTH-01115,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
15666,SYNTH-01101,SYNTH-01101,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 8%; SEA 4%
15667,SYNTH-01113,SYNTH-01113,0,32,5e-05,0.0,0.0,0.0,CIN 65%; BUF 10%; SEA 5%
15668,SYNTH-01112,SYNTH-01112,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
15669,SYNTH-01111,SYNTH-01111,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
15670,SYNTH-01110,SYNTH-01110,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 8%; SEA 3%
15671,SYNTH-01109,SYNTH-01109,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 6%; SEA 3%
15672,SYNTH-01108,SYNTH-01108,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 3%
15673,SYNTH-01107,SYNTH-01107,0,32,5e-05,0.0,0.0,0.0,CIN 66%; BUF 8%; SEA 5%
15674,SYNTH-01106,SYNTH-01106,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 9%; SEA 4%
15675,SYNTH-01104,SYNTH-01104,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
15676,SYNTH-01102,SYNTH-01102,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 7%; SEA 4%
15677,SYNTH-01114,SYNTH-01114,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 8%; SEA 3%
15678,SYNTH-01049,SYNTH-01049,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 3%
15679,SYNTH-01048,SYNTH-01048,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
15680,SYNTH-01047,SYNTH-01047,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
15681,SYNTH-01046,SYNTH-01046,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
15682,SYNTH-01044,SYNTH-01044,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 8%; SEA 2%
15683,SYNTH-01043,SYNTH-01043,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
15684,SYNTH-01042,SYNTH-01042,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 7%; SEA 3%
15685,SYNTH-01039,SYNTH-01039,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 3%
15686,SYNTH-01038,SYNTH-01038,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 9%; SEA 3%
15687,SYNTH-01037,SYNTH-01037,0,32,5e-05,0.0,0.0,0.0,CIN 63%; BUF 9%; SEA 5%
15688,SYNTH-01076,SYNTH-01076,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
15689,SYNTH-01035,SYNTH-01035,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
15690,SYNTH-01034,SYNTH-01034,0,32,5e-05,0.0,0.0,0.0,CIN 72%; BUF 7%; SEA 4%
15691,SYNTH-01033,SYNTH-01033,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
15692,SYNTH-01032,SYNTH-01032,0,32,5e-05,0.0,0.0,0.0,CIN 59%; BUF 9%; SEA 6%
15693,SYNTH-01031,SYNTH-01031,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
15694,SYNTH-01030,SYNTH-01030,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
15695,SYNTH-01029,SYNTH-01029,0,32,5e-05,0.0,0.0,0.0,CIN 72%; BUF 7%; SEA 4%
15696,SYNTH-01028,SYNTH-01028,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 6%; SEA 4%
15697,SYNTH-01027,SYNTH-01027,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 6%; SEA 4%
15698,SYNTH-01026,SYNTH-01026,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 3%
15699,SYNTH-01036,SYNTH-01036,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 6%; SEA 3%
15700,SYNTH-01074,SYNTH-01074,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
15701,SYNTH-01073,SYNTH-01073,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
15702,SYNTH-01072,SYNTH-01072,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
15703,SYNTH-01071,SYNTH-01071,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
15704,SYNTH-01070,SYNTH-01070,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
15705,SYNTH-01069,SYNTH-01069,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
15706,SYNTH-01067,SYNTH-01067,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 8%; SEA 4%
15707,SYNTH-01066,SYNTH-01066,0,32,5e-05,0.0,0.0,0.0,CIN 69%; BUF 8%; SEA 4%
15708,SYNTH-01065,SYNTH-01065,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 7%; SEA 4%
15709,SYNTH-01063,SYNTH-01063,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 8%; SEA 4%
15710,SYNTH-01050,SYNTH-01050,0,32,5e-05,0.0,0.0,0.0,CIN 63%; BUF 9%; SEA 5%
15711,SYNTH-01061,SYNTH-01061,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
15712,SYNTH-01060,SYNTH-01060,0,32,5e-05,0.0,0.0,0.0,CIN 65%; BUF 9%; SEA 5%
15713,SYNTH-01059,SYNTH-01059,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 6%; SEA 3%
15714,SYNTH-01058,SYNTH-01058,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 7%; SEA 4%
15715,SYNTH-01057,SYNTH-01057,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
15716,SYNTH-01056,SYNTH-01056,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
15717,SYNTH-01055,SYNTH-01055,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 8%; SEA 4%
15718,SYNTH-01054,SYNTH-01054,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
15719,SYNTH-01052,SYNTH-01052,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 8%; SEA 3%
15720,SYNTH-01051,SYNTH-01051,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
15721,SYNTH-01062,SYNTH-01062,0,32,5e-05,0.0,0.0,0.0,CIN 54%; BUF 11%; SEA 6%
15722,SYNTH-01202,SYNTH-01202,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 7%; SEA 4%
15723,SYNTH-01201,SYNTH-01201,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
15724,SYNTH-01200,SYNTH-01200,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
15725,SYNTH-01199,SYNTH-01199,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
15726,SYNTH-01198,SYNTH-01198,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
15727,SYNTH-01196,SYNTH-01196,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
15728,SYNTH-01194,SYNTH-01194,0,32,5e-05,0.0,0.0,0.0,CIN 69%; BUF 8%; SEA 5%
15729,SYNTH-01192,SYNTH-01192,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
15730,SYNTH-01191,SYNTH-01191,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
15731,SYNTH-01127,SYNTH-01127,0,32,5e-05,0.0,0.0,0.0,CIN 70%; BUF 9%; SEA 4%
15732,SYNTH-01189,SYNTH-01189,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 2%
15733,SYNTH-01188,SYNTH-01188,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 4%
15734,SYNTH-01187,SYNTH-01187,0,32,5e-05,0.0,0.0,0.0,CIN 70%; BUF 9%; SEA 4%
15735,SYNTH-01185,SYNTH-01185,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
15736,SYNTH-01184,SYNTH-01184,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
15737,SYNTH-01182,SYNTH-01182,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 4%
15738,SYNTH-01181,SYNTH-01181,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
15739,SYNTH-01180,SYNTH-01180,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
15740,SYNTH-01179,SYNTH-01179,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
15741,SYNTH-01178,SYNTH-01178,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 9%; SEA 4%
15742,SYNTH-01190,SYNTH-01190,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
15743,SYNTH-01229,SYNTH-01229,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
15744,SYNTH-01228,SYNTH-01228,0,32,5e-05,0.0,0.0,0.0,CIN 67%; BUF 8%; SEA 5%
15745,SYNTH-01227,SYNTH-01227,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
15746,SYNTH-01226,SYNTH-01226,0,32,5e-05,0.0,0.0,0.0,CIN 63%; BUF 9%; SEA 5%
15747,SYNTH-01225,SYNTH-01225,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 3%
15748,SYNTH-01224,SYNTH-01224,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
15749,SYNTH-01223,SYNTH-01223,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 4%
15750,SYNTH-01222,SYNTH-01222,0,32,5e-05,0.0,0.0,0.0,CIN 67%; BUF 9%; SEA 5%
15751,SYNTH-01221,SYNTH-01221,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 7%; SEA 4%
15752,SYNTH-01219,SYNTH-01219,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 8%; SEA 4%
15753,SYNTH-01205,SYNTH-01205,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 8%; SEA 4%
15754,SYNTH-01217,SYNTH-01217,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 7%; SEA 4%
15755,SYNTH-01216,SYNTH-01216,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
15756,SYNTH-01215,SYNTH-01215,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 5%; SEA 3%
15757,SYNTH-01214,SYNTH-01214,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
15758,SYNTH-01213,SYNTH-01213,0,32,5e-05,0.0,0.0,0.0,CIN 57%; BUF 10%; SEA 6%
15759,SYNTH-01212,SYNTH-01212,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 3%
15760,SYNTH-01210,SYNTH-01210,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 6%; SEA 4%
15761,SYNTH-01208,SYNTH-01208,0,32,5e-05,0.0,0.0,0.0,CIN 52%; BUF 11%; SEA 6%
15762,SYNTH-01207,SYNTH-01207,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 7%; SEA 3%
15763,SYNTH-01206,SYNTH-01206,0,32,5e-05,0.0,0.0,0.0,CIN 68%; BUF 10%; SEA 4%
15764,SYNTH-01218,SYNTH-01218,0,32,5e-05,0.0,0.0,0.0,CIN 68%; BUF 9%; SEA 4%
15765,SYNTH-01153,SYNTH-01153,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
15766,SYNTH-01151,SYNTH-01151,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
15767,SYNTH-01150,SYNTH-01150,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 6%; SEA 4%
15768,SYNTH-01149,SYNTH-01149,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 7%; SEA 3%
15769,SYNTH-01148,SYNTH-01148,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 6%; SEA 4%
15770,SYNTH-01146,SYNTH-01146,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 8%; SEA 4%
15771,SYNTH-01143,SYNTH-01143,0,32,5e-05,0.0,0.0,0.0,CIN 70%; BUF 9%; SEA 4%
15772,SYNTH-01142,SYNTH-01142,0,32,5e-05,0.0,0.0,0.0,CIN 65%; BUF 9%; SEA 5%
15773,SYNTH-01141,SYNTH-01141,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 7%; SEA 4%
15774,SYNTH-01140,SYNTH-01140,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
15775,SYNTH-01177,SYNTH-01177,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 8%; SEA 3%
15776,SYNTH-01138,SYNTH-01138,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
15777,SYNTH-01137,SYNTH-01137,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 8%; SEA 4%
15778,SYNTH-01136,SYNTH-01136,0,32,5e-05,0.0,0.0,0.0,CIN 69%; BUF 9%; SEA 4%
15779,SYNTH-01135,SYNTH-01135,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 6%; SEA 4%
15780,SYNTH-01134,SYNTH-01134,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
15781,SYNTH-01133,SYNTH-01133,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
15782,SYNTH-01132,SYNTH-01132,0,32,5e-05,0.0,0.0,0.0,CIN 69%; BUF 9%; SEA 4%
15783,SYNTH-01131,SYNTH-01131,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
15784,SYNTH-01130,SYNTH-01130,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
15785,SYNTH-01128,SYNTH-01128,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 7%; SEA 4%
15786,SYNTH-01139,SYNTH-01139,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
15787,SYNTH-01176,SYNTH-01176,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
15788,SYNTH-01175,SYNTH-01175,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
15789,SYNTH-01174,SYNTH-01174,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
15790,SYNTH-01173,SYNTH-01173,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
15791,SYNTH-01172,SYNTH-01172,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
15792,SYNTH-01171,SYNTH-01171,0,32,5e-05,0.0,0.0,0.0,CIN 68%; BUF 7%; SEA 5%
15793,SYNTH-01170,SYNTH-01170,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
15794,SYNTH-01168,SYNTH-01168,0,32,5e-05,0.0,0.0,0.0,CIN 70%; BUF 10%; SEA 4%
15795,SYNTH-01167,SYNTH-01167,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
15796,SYNTH-01166,SYNTH-01166,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 8%; SEA 2%
15797,SYNTH-01154,SYNTH-01154,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
15798,SYNTH-01164,SYNTH-01164,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 6%; SEA 4%
15799,SYNTH-01163,SYNTH-01163,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 8%; SEA 3%
15800,SYNTH-01162,SYNTH-01162,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
15801,SYNTH-01161,SYNTH-01161,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 8%; SEA 4%
15802,SYNTH-01160,SYNTH-01160,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 8%; SEA 3%
15803,SYNTH-01159,SYNTH-01159,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
15804,SYNTH-01158,SYNTH-01158,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
15805,SYNTH-01157,SYNTH-01157,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 8%; SEA 4%
15806,SYNTH-01156,SYNTH-01156,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 8%; SEA 3%
15807,SYNTH-01155,SYNTH-01155,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 6%; SEA 4%
